,oid,did,oy,ox,dy,dx,hour_of_day,uber_time,penalized_total_time,freeflow_travel_time,shortest_path_travel_time,penalized_distance,freeflow_distance,shortest_path_distance,penalty_route,freeflow_route,distance_route,penalty_signal_count,penalty_stop_count,penalty_crossing_count,penalty_give_way_count,penalty_mini_roundabout_count,penalty_left_count,penalty_right_count,penalty_u_count,freeflow_signal_count,freeflow_stop_count,freeflow_crossing_count,freeflow_give_way_count,freeflow_mini_roundabout_count,freeflow_left_count,freeflow_right_count,freeflow_u_count,distance_signal_count,distance_stop_count,distance_crossing_count,distance_give_way_count,distance_mini_roundabout_count,distance_left_count,distance_right_count,distance_u_count
151,123080346,2027057816,34.1333546,-118.3885189,34.1793074,-118.5534912,3,828.07,783.9,763.9,1130.2,18881.123,18881.123,17556.359,"[123080346, 123080340, 123243827, 123370668, 122806497, 840745009, 123370672, 123370678, 123370681, 122833904, 122914159, 1513243348, 1513243354, 5055877724, 123112015, 122852438, 1468889596, 123370688, 123332976, 123333105, 123370693, 122932250, 122937307, 361134946, 6385166713, 8738636503, 26688745, 299534703, 361119302, 361120646, 29409683, 305537102, 374409516, 59832561, 35363002, 269577317, 305532687, 269577324, 702979635, 702979641, 305706186, 1733962057, 1733962055, 1733961944, 305703287, 295426306, 295426636, 1895161781, 25456571, 122640552, 122815791, 367426488, 123050846, 367426060, 123581582, 123581584, 2027057816]","[123080346, 123080340, 123243827, 123370668, 122806497, 840745009, 123370672, 123370678, 123370681, 122833904, 122914159, 1513243348, 1513243354, 5055877724, 123112015, 122852438, 1468889596, 123370688, 123332976, 123333105, 123370693, 122932250, 122937307, 361134946, 6385166713, 8738636503, 26688745, 299534703, 361119302, 361120646, 29409683, 305537102, 374409516, 59832561, 35363002, 269577317, 305532687, 269577324, 702979635, 702979641, 305706186, 1733962057, 1733962055, 1733961944, 305703287, 295426306, 295426636, 1895161781, 25456571, 122640552, 122815791, 367426488, 123050846, 367426060, 123581582, 123581584, 2027057816]","[123080346, 123080340, 123243827, 123370668, 122806497, 840745009, 123370672, 123370678, 123370681, 122933331, 123541538, 10733691462, 123422125, 123541540, 123541541, 7243823759, 122706571, 10720176962, 123112019, 123541550, 10720176940, 123121160, 123541555, 122628294, 365672351, 365673020, 7423937300, 365671260, 269569866, 269569848, 269570940, 269570256, 269570253, 365671196, 595962792, 365671218, 269571016, 269571009, 269571022, 269571028, 595962887, 365671227, 269571031, 365671233, 374427156, 305536734, 305536724, 305536726, 305536723, 305536720, 305536719, 305536711, 269571156, 305536638, 305536639, 305536637, 3470494321, 5750424187, 269588234, 269585984, 269571154, 4075546757, 269585060, 269571153, 269584345, 269584231, 269584100, 2000790052, 269571302, 269571152, 1802348670, 563313810, 5219471197, 269571216, 2000789959, 269580191, 369873460, 269580218, 305534225, 122852574, 122852576, 122852578, 122621887, 122742596, 122852581, 122852584, 122674381, 122852589, 122852591, 122852594, 122852598, 10298674532, 122852602, 122852605, 122630473, 122852608, 122852616, 122852618, 122852620, 122676483, 122852625, 122852633, 122720154, 6517068094, 122852635, 122852637, 367912046, 365381676, 122852647, 279150817, 365382991, 122852654, 122852655, 122852658, 122852659, 122852662, 122852664, 27440389, 122852672, 122637257, 122637292, 122852683, 122852685, 122456214, 27440386, 122852689, 35363021, 122506076, 25456571, 122640552, 122815791, 367426488, 123050846, 367426060, 123581582, 123581584, 2027057816]",10,0,0,0,0,2,3,0,10,0,0,0,0,2,3,0,58,1,0,0,0,4,6,0
152,122832217,122706148,34.0106516,-118.4231644,34.0872505,-118.3855482,3,1005.76,772.4,703.9,706.8,13387.159,13387.159,10593.994,"[122832217, 1615552790, 1615552738, 4007442290, 4007442289, 122842687, 123067543, 122886587, 1614655070, 1614655071, 1613580489, 24960494, 1613371586, 2489774788, 2489774799, 1613371665, 1614656331, 3933040005, 3933040006, 122886509, 122883639, 700721154, 700721157, 122584856, 700721879, 700721883, 122979002, 700722466, 7896717123, 700722474, 122971367, 700723433, 3854143242, 700723434, 700723428, 123496394, 700725909, 700725913, 123345488, 700726061, 1429137952, 254528998, 2055597237, 1579623475, 1579623522, 575674381, 3883044768, 7840544400, 9282174572, 21300225, 7412569513, 122703936, 123342085, 122961862, 123110209, 122809653, 123519253, 123519255, 123519257, 123519263, 123488996, 602925804, 122704348, 122668680, 123144176, 123519266, 123000578, 4983892389, 254601510, 123152921, 254805624, 254805626, 4931677796, 9551810110, 3399264609, 122685018, 1429174164, 1429174153, 4003247308, 1429174152, 1429174159, 1429174161, 122706148]","[122832217, 1615552790, 1615552738, 4007442290, 4007442289, 122842687, 123067543, 122886587, 1614655070, 1614655071, 1613580489, 24960494, 1613371586, 2489774788, 2489774799, 1613371665, 1614656331, 3933040005, 3933040006, 122886509, 122883639, 700721154, 700721157, 122584856, 700721879, 700721883, 122979002, 700722466, 7896717123, 700722474, 122971367, 700723433, 3854143242, 700723434, 700723428, 123496394, 700725909, 700725913, 123345488, 700726061, 1429137952, 254528998, 2055597237, 1579623475, 1579623522, 575674381, 3883044768, 7840544400, 9282174572, 21300225, 7412569513, 122703936, 123342085, 122961862, 123110209, 122809653, 123519253, 123519255, 123519257, 123519263, 123488996, 602925804, 122704348, 122668680, 123144176, 123519266, 123000578, 4983892389, 254601510, 123152921, 254805624, 254805626, 4931677796, 9551810110, 3399264609, 122685018, 1429174164, 1429174153, 4003247308, 1429174152, 1429174159, 1429174161, 122706148]","[122832217, 1615552790, 1615552738, 4007442290, 4007442289, 122842687, 123067543, 122886587, 122753001, 122981320, 4257945384, 4257945385, 122880639, 122814108, 122624836, 122755526, 122979063, 123067540, 123067538, 122971444, 123067535, 4923791045, 123067532, 123067528, 123067524, 122667730, 122956224, 122749668, 123037349, 123061851, 122622900, 123067520, 123067518, 123067516, 123067508, 3872869209, 601384553, 601384544, 1285296056, 1285296054, 267988415, 8091934797, 8699215436, 8699215435, 8699215434, 122737547, 122734189, 122414567, 122737544, 122737542, 122737540, 122737537, 122737535, 122737533, 122633441, 122633446, 122737531, 122737529, 122737526, 122737524, 122737522, 122737520, 8316359398, 122737511, 122737510, 122737508, 122737505, 4014652369, 122737501, 122737498, 122737496, 1773184596, 122604687, 122737493, 122737491, 122737490, 122737489, 122603694, 122603684, 122895523, 122895520, 123008963, 123050567, 123172000, 122737579, 122737577, 123789330, 122902010, 123505932, 123005793, 123055886, 123054885, 122685011, 1429174152, 1429174159, 1429174161, 122706148]",31,0,3,0,0,2,6,0,31,0,3,0,0,2,6,0,43,0,1,0,0,3,2,0
153,2897567457,123054085,33.977425,-118.101454,34.0073587,-118.0927369,3,396.3,291.0,273.0,281.1,4244.78,4244.78,4198.558,"[2897567457, 123027987, 122789894, 123027982, 2472490427, 859558865, 2457130005, 2457130006, 859559075, 122687588, 859559049, 122687586, 122687582, 122687578, 122687574, 122585719, 122687567, 3474224359, 9764444514, 122681015, 9764444485, 9764444482, 9764444479, 123074739, 122896665, 4022184494, 859559076, 2472747727, 123074735, 4022184501, 4619233521, 2180609569, 123455655, 123455652, 123054085]","[2897567457, 123027987, 122789894, 123027982, 2472490427, 859558865, 2457130005, 2457130006, 859559075, 122687588, 859559049, 122687586, 122687582, 122687578, 122687574, 122585719, 122687567, 3474224359, 9764444514, 122681015, 9764444485, 9764444482, 9764444479, 123074739, 122896665, 4022184494, 859559076, 2472747727, 123074735, 4022184501, 4619233521, 2180609569, 123455655, 123455652, 123054085]","[2897567457, 123027987, 122789894, 123027982, 2472490427, 859558865, 2457130005, 2457130006, 859559075, 122687588, 859559049, 122687586, 122687582, 122687578, 122687574, 122585719, 122687567, 123381664, 122923014, 122681016, 122681015, 9764444485, 9764444482, 9764444479, 123074739, 122896665, 4022184494, 859559076, 2472747727, 123074735, 4022184501, 4619233521, 2180609569, 123455655, 123455652, 123054085]",10,0,0,0,0,4,3,0,10,0,0,0,0,4,3,0,9,0,0,0,0,4,3,0
154,122994947,122651418,34.0097629,-117.9888734,33.9843945,-117.8481722,3,616.31,701.5,697.5,828.1,18230.212,18230.212,15569.837,"[122994947, 122994944, 122871419, 122998362, 122818193, 122818181, 1154073381, 122440215, 418370830, 1154173026, 123524645, 1621320323, 392505691, 392505703, 444612418, 25679032, 418362893, 1834962258, 395006285, 1834962371, 395006307, 28311298, 1834962367, 1834962237, 6958851190, 6958851192, 25679036, 414507492, 414507479, 3337165880, 1951891868, 2030092344, 122651418]","[122994947, 122994944, 122871419, 122998362, 122818193, 122818181, 1154073381, 122440215, 418370830, 1154173026, 123524645, 1621320323, 392505691, 392505703, 444612418, 25679032, 418362893, 1834962258, 395006285, 1834962371, 395006307, 28311298, 1834962367, 1834962237, 6958851190, 6958851192, 25679036, 414507492, 414507479, 3337165880, 1951891868, 2030092344, 122651418]","[122994947, 122994944, 1870876330, 122998374, 122611650, 122998376, 122998379, 122953429, 123757970, 122931060, 123202366, 123740517, 123731878, 123622512, 122763174, 123436258, 123622514, 122516002, 509865004, 4047373586, 122411352, 1621320323, 392505691, 392505703, 444612418, 25679032, 1154262514, 1953034774, 123396780, 1154262621, 122844763, 122844769, 2356841080, 2356841078, 2358053580, 3695439085, 122805359, 122805363, 4076778500, 122805365, 4589830213, 122805370, 122805375, 122805377, 122805382, 122805390, 122805394, 551222625, 122805398, 123572533, 123448748, 123447548, 123601641, 122801181, 123349113, 122605326, 473364239, 122605311, 122600636, 2030092344, 122651418]",2,0,0,0,0,1,6,0,2,0,0,0,0,1,6,0,9,2,0,0,0,6,6,0
155,1637749162,123308439,34.0328006,-118.419171,34.0521471,-118.2809932,3,768.0,595.0,575.0,825.0,14850.039,14850.039,13960.06,"[1637749162, 1637749159, 653693, 365355709, 658960068, 1713503403, 1713503425, 658960082, 1614655282, 864284594, 298043832, 298043765, 298044182, 1613580520, 1613580518, 653721, 1613525130, 1614655923, 1613324102, 277327730, 1613324238, 1613324259, 277327792, 277327619, 277327830, 277327836, 1614656083, 1614656081, 1614656079, 1614656074, 277327497, 212387023, 122918143, 14940433, 3584520465, 1840668945, 11233145881, 123546144, 123165470, 1840668946, 122656766, 214086607, 122656763, 21748275, 122656759, 122656753, 122656750, 123308439]","[1637749162, 1637749159, 653693, 365355709, 658960068, 1713503403, 1713503425, 658960082, 1614655282, 864284594, 298043832, 298043765, 298044182, 1613580520, 1613580518, 653721, 1613525130, 1614655923, 1613324102, 277327730, 1613324238, 1613324259, 277327792, 277327619, 277327830, 277327836, 1614656083, 1614656081, 1614656079, 1614656074, 277327497, 212387023, 122918143, 14940433, 3584520465, 1840668945, 11233145881, 123546144, 123165470, 1840668946, 122656766, 214086607, 122656763, 21748275, 122656759, 122656753, 122656750, 123308439]","[1637749162, 1637749159, 653693, 365355709, 658960068, 1713503403, 1713503425, 658960082, 1614655282, 602874997, 1614655176, 1614655175, 122737567, 1285296056, 122734179, 122554520, 122935717, 123067492, 123067489, 123067487, 123067484, 18166184, 298044329, 298044334, 298044333, 306613956, 123067471, 1918475195, 123010008, 122762926, 122637088, 122637209, 122746077, 1773160195, 1773160211, 1773160198, 123067467, 123067465, 122767237, 123067463, 123067461, 123067459, 612113926, 123067457, 611590579, 123067455, 122809828, 123067453, 611590595, 123067451, 18166094, 18166091, 123556056, 123684596, 122644023, 9756340728, 2986501854, 9472473575, 21748282, 123665092, 6790067615, 123224161, 123224246, 123719664, 123151272, 123741062, 123017356, 123017328, 123633567, 6807898673, 21748281, 208541264, 123053713, 122594255, 123621096, 123621057, 123746547, 123273663, 123144244, 122673074, 122783786, 21748280, 122728863, 123371055, 122737034, 122991389, 123156448, 21748279, 122583699, 123704897, 123287976, 122652911, 123010112, 123010157, 122733051, 60947702, 123744926, 123744904, 123746545, 123746543, 212328076, 122839378, 123287690, 123660638, 123688902, 212328035, 123667644, 123667631, 21748278, 123182800, 123182811, 122657392, 123318639, 123398529, 212327957, 1770584850, 122770942, 21748274, 611590742, 123442591, 122807354, 123442588, 123308439]",10,0,0,0,0,3,1,0,10,0,0,0,0,3,1,0,41,0,0,0,0,4,2,0
156,338460486,123020197,34.0161246,-118.4851165,34.0853482,-118.354287,3,973.33,885.7,827.7,1087.6,18158.146,18158.146,15705.328,"[338460486, 122391204, 6936355867, 122925025, 338397312, 6936355863, 123028327, 122922022, 122441204, 1613371542, 194367263, 18166123, 61940547, 61940556, 18166124, 24960499, 196685059, 658960068, 1713503403, 1713503425, 658960082, 1614655282, 864284594, 298043832, 298043765, 122539236, 122762942, 612113539, 123010008, 200014846, 123010006, 123010005, 122986606, 122984003, 122886079, 1459245714, 123009973, 122813149, 123009966, 123009963, 1717247731, 1717247704, 122931648, 123009956, 6910637554, 122791785, 6901137728, 122675454, 6901137727, 123009946, 6901137726, 6899646327, 6787456159, 123009937, 123009934, 122977404, 123000492, 122736502, 123031712, 123031714, 3803529899, 9513716692, 122684966, 122633397, 122684963, 122684960, 122684958, 122684956, 122684954, 123020197]","[338460486, 122391204, 6936355867, 122925025, 338397312, 6936355863, 123028327, 122922022, 122441204, 1613371542, 194367263, 18166123, 61940547, 61940556, 18166124, 24960499, 196685059, 658960068, 1713503403, 1713503425, 658960082, 1614655282, 864284594, 298043832, 298043765, 122539236, 122762942, 612113539, 123010008, 200014846, 123010006, 123010005, 122986606, 122984003, 122886079, 1459245714, 123009973, 122813149, 123009966, 123009963, 1717247731, 1717247704, 122931648, 123009956, 6910637554, 122791785, 6901137728, 122675454, 6901137727, 123009946, 6901137726, 6899646327, 6787456159, 123009937, 123009934, 122977404, 123000492, 122736502, 123031712, 123031714, 3803529899, 9513716692, 122684966, 122633397, 122684963, 122684960, 122684958, 122684956, 122684954, 123020197]","[338460486, 122391204, 6936355867, 6936355865, 122925019, 2757411567, 2757411571, 2726234044, 2726234036, 9888787147, 536366504, 123515597, 122610449, 123421917, 123647716, 123530061, 122641255, 123042307, 122987767, 122645226, 123072136, 123072143, 123196587, 123196600, 123647723, 122767118, 122767116, 122767111, 122767110, 122767107, 1773641283, 122767101, 122767098, 122767095, 2986445529, 2986445531, 122767086, 122733096, 122767083, 123519225, 1712575081, 1712575078, 1712575075, 1712575092, 1712565750, 1614656334, 122391694, 3933040006, 122886509, 122883639, 700721154, 700721157, 122584856, 700721879, 700721883, 122979002, 700722466, 7896717123, 700722474, 122971367, 700723433, 3854143242, 700723434, 700723428, 123496394, 700725909, 700725913, 123345488, 700726061, 1429137952, 254528998, 2055597237, 1579623475, 1579623522, 575674381, 3883044768, 7840544400, 9282174572, 21300225, 7412569513, 122703936, 123342085, 122961862, 123110209, 122809653, 123519253, 123519255, 123519257, 123519263, 123488996, 602925804, 122704348, 122668680, 123144176, 123519266, 123000578, 4983892389, 254601510, 123152921, 254805624, 254805626, 4931677796, 9551810110, 3399264609, 373511580, 1429174189, 1717893672, 122685014, 122685011, 3881911247, 3881911248, 3881862911, 3881862916, 3881862922, 3702000680, 122685006, 122685003, 122685001, 122684999, 122684997, 255026625, 122684994, 3881833467, 3881833468, 122684988, 122675181, 122675141, 122656878, 122684985, 122684983, 122684981, 122684979, 122684977, 122684974, 122684972, 122684970, 9409592697, 9513716692, 122684966, 122750487, 122633400, 122786248, 123270447, 122932525, 123270445, 123020197]",28,0,0,0,0,4,1,0,28,0,0,0,0,4,1,0,50,12,2,0,0,2,5,0
157,122901671,123201429,33.8793283,-118.2142426,33.7890048,-118.2104808,3,674.18,533.7,520.0,776.4,12553.853,11574.138,10876.706,"[122901671, 122561367, 122561370, 5957545085, 317766656, 67544196, 1779529818, 26994939, 317767360, 1715660197, 36220294, 36220300, 122432605, 322390211, 663353017, 1932462216, 317697329, 669344162, 287713827, 295525558, 295527398, 295527401, 295527699, 295527422, 322694610, 322207127, 1715574389, 322207297, 322207028, 663544798, 289196916, 669343965, 289192627, 123201429]","[122901671, 122561367, 122561370, 5957545085, 317766656, 67544196, 1779529818, 26994939, 317767360, 1715660197, 4011682965, 4011716007, 5898581486, 4011425205, 122798181, 7171111248, 317697347, 317697329, 669344162, 287713827, 295525558, 295527398, 295527401, 295527699, 295527422, 322694610, 322207127, 1715574389, 322207297, 322207028, 663544798, 289196916, 669343965, 289192627, 123201429]","[122901671, 122561367, 122561370, 5957545085, 317766656, 67544196, 1779529818, 26994939, 317769074, 317769136, 317769141, 122561382, 282291826, 2489960338, 1715645433, 282292255, 1715645300, 1715645382, 3838729478, 3838728343, 122561433, 122561437, 122561440, 1715645367, 122561446, 122561449, 122561454, 1715645439, 122561458, 122561465, 122561468, 122561471, 122561473, 122561476, 295527970, 3840500008, 3840499998, 3844233627, 3844233628, 3840499982, 5549849341, 3840499966, 3840499959, 123149630, 123291052, 123070302, 123346355, 123268511, 122871928, 123533079, 123092774, 123533075, 123178907, 122814256, 122659171, 122747431, 123083511, 3110477163, 123183832, 123183876, 122852093, 122740219, 123533072, 123250925, 123454984, 123201438, 123156379, 122644911, 123201433, 289192627, 123201429]",5,0,0,0,0,2,1,0,9,0,0,0,0,2,1,0,17,3,0,0,0,2,2,0
158,1835064886,122564581,33.740855,-118.319271,33.868489,-118.3221571,3,1130.33,910.3,892.3,1152.3,20961.144,20961.144,16212.178,"[1835064886, 122958667, 122990070, 123364835, 123687863, 123002583, 1829594776, 1829594775, 1829594853, 122977311, 122977308, 1714317635, 1714317618, 122645347, 122629925, 122977298, 122907716, 122554692, 122977288, 122977286, 122977284, 122977283, 122913154, 122913159, 1829467026, 298215100, 1829467029, 298216911, 298222725, 298221744, 64480127, 1714317676, 64425864, 1931344948, 1714317831, 64409336, 1714332086, 292696970, 292697057, 1716245091, 64286626, 26201173, 1716245095, 887580918, 64159250, 304695564, 304695578, 304819210, 7078791997, 304822559, 1943635463, 304821469, 304821560, 1776240813, 1776240806, 3696026820, 122906881, 123189122, 123316224, 123316222, 123316221, 122564581]","[1835064886, 122958667, 122990070, 123364835, 123687863, 123002583, 1829594776, 1829594775, 1829594853, 122977311, 122977308, 1714317635, 1714317618, 122645347, 122629925, 122977298, 122907716, 122554692, 122977288, 122977286, 122977284, 122977283, 122913154, 122913159, 1829467026, 298215100, 1829467029, 298216911, 298222725, 298221744, 64480127, 1714317676, 64425864, 1931344948, 1714317831, 64409336, 1714332086, 292696970, 292697057, 1716245091, 64286626, 26201173, 1716245095, 887580918, 64159250, 304695564, 304695578, 304819210, 7078791997, 304822559, 1943635463, 304821469, 304821560, 1776240813, 1776240806, 3696026820, 122906881, 123189122, 123316224, 123316222, 123316221, 122564581]","[1835064886, 4598615427, 5544137767, 1836267673, 122958639, 122616848, 122958637, 122933023, 8123166311, 122933018, 123073981, 123073985, 123073989, 123073994, 123073997, 123320164, 123320148, 123596632, 123089472, 123525220, 4616470319, 123049743, 1829594921, 122928043, 123049908, 1829595020, 1829595021, 123049897, 7686644407, 1829595025, 7686644422, 7686644425, 1829595081, 1829595088, 1829595094, 1829595098, 1847684904, 1829595111, 1829595121, 1829595123, 123049869, 123520125, 123418613, 122967455, 123050857, 122837179, 1847694651, 122842476, 671864896, 3889729575, 122971272, 123346187, 123301726, 122928258, 123233826, 122996210, 122854179, 123346185, 122887116, 3588164805, 122936847, 123178013, 122852193, 122852198, 123455093, 123204496, 123455080, 122598115, 123455076, 122578402, 122685159, 122701139, 122753289, 122771227, 122804378, 122818448, 123037971, 123037970, 122604237, 123037969, 588247285, 122713814, 123037968, 123037967, 123037966, 123037964, 123037962, 123036409, 123037961, 123037959, 123037958, 3854348070, 3854348085, 3854348093, 3854348101, 3854348110, 3854348131, 3854348135, 3854348140, 123037944, 783683797, 783687226, 4011228473, 122742182, 122757906, 123145897, 123280641, 122701458, 6759062901, 123300379, 123545801, 4593574893, 4593574902, 122826140, 123545792, 123495810, 123110815, 122750574, 122906877, 123189120, 123189122, 123316224, 123316222, 123316221, 122564581]",9,0,0,0,0,4,4,0,9,0,0,0,0,4,4,0,19,4,0,0,0,6,6,0
159,1895489193,4022417423,33.8180576,-118.1209522,33.9232429,-118.0992028,3,827.27,725.3,704.7,918.0,16278.182,15727.691,13598.954,"[1895489193, 123359813, 1895489243, 1895489211, 1934414736, 1895489239, 1895489251, 1895489252, 1895489256, 1895489254, 1895489257, 1895489259, 332514263, 123015078, 9215087661, 123309889, 9215087675, 9215087688, 9215087689, 9215087699, 9215087704, 9215087709, 9215087716, 1584998457, 1584998793, 122820874, 122625989, 122844906, 122463407, 298153977, 2327357572, 2327357599, 1923406973, 298154931, 18308824, 1879833825, 1879833828, 298147057, 298145972, 4026368762, 21063562, 29098639, 247151589, 416794146, 416793820, 416793821, 416794147, 359167137, 1923406979, 359163406, 359160815, 359161484, 359161733, 122484099, 3933785715, 3933785712, 3933785710, 3933785700, 3933785699, 3933785702, 4022417419, 4022417423]","[1895489193, 123359813, 1895489243, 1895489211, 1934414736, 1895489239, 1895489251, 1895489252, 1895489256, 1895489254, 1895489257, 1895489259, 332514263, 123015078, 9215087661, 123309889, 9215087675, 9215087688, 9215087689, 9215087699, 9215087704, 9215087709, 9215087716, 1584998457, 1584998793, 122820874, 122625989, 122844906, 122463407, 298153977, 2327357572, 2327357599, 1923406973, 298154931, 18308824, 1879833825, 1879833828, 298147057, 298145972, 4026368762, 21063562, 29098639, 247151589, 416794146, 416793820, 416793821, 416794147, 359167137, 1923406979, 359163406, 359163966, 122496867, 122492399, 384434181, 3485252680, 3485252679, 2481908933, 3933785692, 3933785699, 3933785702, 4022417419, 4022417423]","[1895489193, 123359813, 1895489243, 123015070, 123273484, 123431956, 123290259, 122822334, 1905914722, 122979410, 122587557, 2546478129, 2546478118, 122662802, 1585131150, 122923053, 122682790, 123047686, 122625960, 1722390615, 2909895933, 1861246052, 123047707, 123047712, 122928123, 3039743087, 1861246053, 122869329, 122680450, 123047742, 122595441, 122792546, 123047744, 123047747, 4022553846, 4022553847, 123047755, 122858748, 123047757, 123047759, 122798052, 123047761, 123047766, 122671662, 122780047, 297806216, 123047771, 297806758, 123047774, 123047777, 122752752, 5764246351, 123047781, 122874901, 123047783, 4023639863, 846980238, 846980240, 123047785, 122939660, 122939657, 122939655, 122939650, 4023700110, 4023700111, 123115711, 359140512, 9164535284, 359140648, 1923406977, 786384503, 11309510496, 122789439, 3633120609, 122789437, 122789426, 123342424, 123701567, 2481908913, 2481908914, 2481908920, 2500806018, 2481908922, 2500805490, 2500805450, 2500804980, 2481908925, 2481908926, 2481908927, 2481908929, 9265784792, 2481908931, 3485252679, 2481908933, 3933785692, 3933785699, 3933785702, 4022417419, 4022417423]",8,0,0,0,0,4,2,2,11,0,0,0,0,4,3,1,24,0,0,0,0,6,5,0
160,269607557,122675971,34.0475213,-118.2252538,33.8399849,-118.0587118,3,1264.67,1379.8,1360.7,1445.2,33337.176,33334.854,31482.754,"[269607557, 269607558, 269607559, 122954587, 11329063121, 72744268, 122422634, 604238278, 1613371652, 317640401, 317640724, 1530583719, 317651179, 1884813417, 250401694, 1884935788, 250401732, 1884935784, 363406765, 807656187, 317623413, 74435641, 1530583872, 29413874, 1530583714, 1098915020, 1839684603, 1530583651, 1530583657, 1530583740, 253460335, 1839684590, 1530583694, 1530583835, 1530583876, 1530583840, 1708785235, 1708727636, 253879581, 1895732604, 384413646, 668182, 668183, 359157443, 359158303, 31477846, 359139229, 359141831, 416794149, 416793822, 1841827632, 416793824, 247153056, 297825932, 1845112065, 297828027, 4026368746, 298147000, 298147994, 298147905, 3039743070, 2326501642, 298149124, 2326501651, 2326501635, 2326501643, 2326501619, 123668785, 123745176, 6475958900, 122875750, 123016682, 123396495, 123342133, 123742854, 123487131, 4026483350, 123487134, 3566875147, 123487143, 122799876, 122672399, 122862924, 6457519680, 123487149, 123101148, 123100994, 4022539557, 123289804, 6096103619, 9888881883, 122676823, 123072512, 122768583, 122675976, 1892991927, 122675971]","[269607557, 269607558, 269607559, 269606329, 122954589, 123453200, 72744268, 122422634, 604238278, 1613371652, 317640401, 317640724, 1530583719, 317651179, 1884813417, 250401694, 1884935788, 250401732, 1884935784, 363406765, 807656187, 317623413, 74435641, 1530583872, 29413874, 1530583714, 1098915020, 1839684603, 1530583651, 1530583657, 1530583740, 253460335, 1839684590, 1530583694, 1530583835, 1530583876, 1530583840, 1708785235, 1708727636, 253879581, 1709543320, 122433245, 122433248, 384413646, 668182, 668183, 359157443, 359158303, 31477846, 359139229, 359141831, 416794149, 416793822, 1841827632, 416793824, 247153056, 297825932, 1845112065, 297828027, 4026368746, 298147000, 298147994, 298147905, 3039743070, 2326501642, 298149124, 2326501651, 2326501635, 2326501643, 2326501619, 123668785, 123745176, 6475958900, 122875750, 123016682, 123396495, 123342133, 123742854, 123487131, 4026483350, 123487134, 3566875147, 123487143, 122799876, 122672399, 122862924, 6457519680, 123487149, 123101148, 123100994, 4022539557, 123289804, 6096103619, 9888881883, 122676823, 123072512, 122768583, 122675976, 1892991927, 122675971]","[269607557, 269607558, 269607559, 122954587, 11329063121, 72744268, 122422634, 604238278, 1613371652, 317640401, 317640724, 1530583719, 317651179, 1884813417, 250401694, 1884935788, 250401732, 1884935784, 363406765, 807656187, 317623413, 74435641, 1530583872, 29413874, 1530583714, 1098915020, 1839684603, 1530583651, 1530583657, 1530583740, 253460335, 1839684590, 1530583694, 1530583835, 1530583876, 1530583840, 1708785235, 253879578, 122477603, 8632891208, 3485085355, 3485085376, 3485085374, 4703214142, 4033516526, 123100896, 786384549, 123062020, 4033521196, 1711153795, 4033516518, 6726647595, 4025618093, 123100906, 122645522, 6120333199, 5709860356, 4033163602, 4033163597, 4033163593, 4033163589, 9931042841, 11237356145, 122497912, 122869491, 2909946106, 123100921, 123100923, 123100926, 123096858, 3557021326, 122667464, 2853421055, 123100932, 2898320866, 122595545, 123100938, 123100941, 9785276742, 4022745394, 4022670998, 123100951, 123094365, 4022541012, 4022540991, 123100971, 122875726, 123100988, 4617105890, 123100994, 4022539557, 123289804, 6096103619, 9888881883, 122676823, 123072512, 122768583, 122675976, 1892991927, 122675971]",10,0,0,0,0,5,3,0,11,0,0,0,0,4,2,0,20,0,0,0,0,5,3,0
