,Unnamed: 0.1,Unnamed: 0,oid,oy,ox,oGEOID,oMOVEMENT_ID,did,dy,dx,dGEOID,dMOVEMENT_ID,uber_OD,sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
455763,455763,1395713,123045359,34.2216648,-118.3987501,6037121010.0,843.0,122892984,34.2282843,-118.4416134,6037119900.0,831.0,"(843.0, 831.0)",843.0,831.0,3,258.92,106.8,244.47,1.37
983626,983626,1156087,1790535482,34.1697727,-118.2083781,6037300901.0,349.0,6474392373,34.1536909,-118.2266211,6037301000.0,351.0,"(349.0, 351.0)",349.0,351.0,3,135.47,256.63,29.51,5.7
1020922,1020922,461124,1918475191,34.0372349,-118.3734684,6037270300.0,1574.0,123570450,34.042783,-118.5544539,6037262604.0,1523.0,"(1574.0, 1523.0)",1574.0,1523.0,3,825.54,224.72,806.41,1.22
553939,553939,41581,123189034,33.847259,-118.1307619,6037570800.0,536.0,123075161,33.8525881,-118.1598736,6037570703.0,535.0,"(536.0, 535.0)",536.0,535.0,3,218.39,97.62,198.7,1.55
509772,509772,448847,123119417,34.0501762,-118.3331252,6037212800.0,1301.0,806547103,34.0605774,-118.2477082,6037207400.0,1230.0,"(1301.0, 1230.0)",1301.0,1230.0,3,853.95,190.26,833.41,1.25
716175,716175,1486595,123571966,34.1371524,-118.0567263,6037430701.0,25.0,122694207,34.1114328,-118.1241628,6037464102.0,1937.0,"(25.0, 1937.0)",25.0,1937.0,3,407.06,146.54,385.29,1.38
1067213,1067213,3299080,3496953052,34.2702661,-118.3980944,6037980021.0,1692.0,123275948,34.1460685,-118.059371,6037430701.0,25.0,"(1692.0, 25.0)",1692.0,25.0,3,1193.67,126.41,1187.19,1.11
1167907,1167907,2992090,7895876605,34.2863803,-118.4251404,6037320102.0,1921.0,122813341,34.225003,-118.393414,6037121221.0,848.0,"(1921.0, 848.0)",1921.0,848.0,3,716.69,231.65,679.95,1.39
64821,64821,1758629,122572424,33.9569476,-118.2385213,6037535300.0,2371.0,123803670,33.9300281,-118.0898601,6037577800.0,1776.0,"(2371.0, 1776.0)",2371.0,1776.0,3,1102.0,303.9,1060.9,1.32
353235,353235,180542,122911324,34.0447223,-118.363339,6037216901.0,1330.0,1613184424,34.0180577,-118.4181088,6037271801.0,1583.0,"(1330.0, 1583.0)",1330.0,1583.0,3,619.74,198.75,589.12,1.38
919954,919954,4327715,1669449295,34.109763,-118.2234511,6037186302.0,1074.0,4334995470,34.0225192,-118.1339908,6037530202.0,1746.0,"(1074.0, 1746.0)",1074.0,1746.0,3,1153.7,206.94,1135.42,1.2
569304,569304,973687,123217834,33.8720387,-118.0852265,6037554802.0,40.0,123194081,33.9487061,-118.0895857,6037502801.0,1943.0,"(40.0, 1943.0)",40.0,1943.0,3,809.73,254.23,769.2,1.38
762821,762821,4053545,123755679,34.0843666,-117.9158108,6037405600.0,2079.0,7128230749,34.091106,-117.9593624,6037405102.0,70.0,"(2079.0, 70.0)",2079.0,70.0,3,469.61,233.25,432.68,1.45
460731,460731,2249155,123051497,33.9135038,-118.2132461,6037540502.0,1707.0,122626866,33.9762388,-118.1278681,6037532304.0,188.0,"(1707.0, 188.0)",1707.0,188.0,3,901.11,290.96,858.48,1.36
922676,922676,4240065,1686594157,34.1530381,-118.1105602,6037462700.0,1834.0,123791031,33.9854528,-118.0746383,6037501001.0,2298.0,"(1834.0, 2298.0)",1834.0,2298.0,3,1524.22,213.89,1507.24,1.17
1104973,1104973,322409,4023792074,33.9172016,-118.0238767,6037503106.0,2315.0,122907151,33.8856732,-118.2086625,6037542402.0,207.0,"(2315.0, 207.0)",2315.0,207.0,3,1319.86,170.37,1308.52,1.14
849301,849301,2600198,432796775,34.0816923,-118.2551302,6037197420.0,1168.0,123273222,34.1433789,-118.264087,6037302301.0,376.0,"(1168.0, 376.0)",1168.0,376.0,3,522.57,199.16,492.44,1.39
1147894,1147894,1847711,6729009302,34.1565512,-118.1172704,6037462700.0,1834.0,807592418,34.0563473,-118.2122921,6037203300.0,1197.0,"(1834.0, 1197.0)",1834.0,1197.0,3,1598.17,454.58,1535.11,1.33
810744,810744,241697,303127641,33.8002516,-118.1122206,6037574400.0,641.0,123187369,34.0113029,-118.0625951,6037500403.0,2295.0,"(641.0, 2295.0)",641.0,2295.0,3,1093.17,288.12,1059.1,1.28
967125,967125,2777242,1751811959,34.0198318,-118.1096237,6037530006.0,1743.0,122555863,34.0454495,-118.214993,6037204410.0,1208.0,"(1743.0, 1208.0)",1743.0,1208.0,3,868.33,143.54,856.01,1.19
393266,393266,4578175,122964730,34.1812251,-118.3768618,6037124201.0,887.0,269582449,34.1508772,-118.4694918,6037141400.0,1025.0,"(887.0, 1025.0)",887.0,1025.0,3,965.71,364.58,915.37,1.36
703401,703401,1060989,123531647,33.9268774,-118.1819442,6037540000.0,1699.0,123248540,33.9619699,-118.3873051,6037276000.0,1612.0,"(1699.0, 1612.0)",1699.0,1612.0,3,1075.49,607.61,980.77,1.47
1150977,1150977,3070815,6790561398,34.0141484,-118.0457498,6037500300.0,2294.0,253879578,33.9390809,-118.0953438,6037502801.0,1950.0,"(2294.0, 1950.0)",2294.0,1950.0,3,406.89,225.41,381.14,1.35
299138,299138,1534031,122844217,34.1259711,-117.866806,6037401102.0,393.0,1969232227,34.1029054,-117.8746106,6037403801.0,226.0,"(393.0, 226.0)",393.0,226.0,3,447.0,237.18,372.24,2.02
112951,112951,1566354,122632941,34.1531583,-118.4008681,6037143402.0,1032.0,280926184,34.0719105,-118.1650501,6037201700.0,1194.0,"(1032.0, 1194.0)",1032.0,1194.0,3,1223.33,196.03,1208.99,1.16
230435,230435,1818139,122763075,33.8902028,-118.1124649,6037553100.0,86.0,122597914,33.8856423,-118.1426597,6037554301.0,98.0,"(86.0, 98.0)",86.0,98.0,3,257.34,219.14,197.6,1.97
1093168,1093168,1702598,3881492152,34.1014913,-118.3442444,6037190101.0,1101.0,1211029517,34.1338129,-118.0691246,6037463103.0,2279.0,"(1101.0, 2279.0)",1101.0,2279.0,3,1546.69,234.03,1529.7,1.16
737462,737462,2817430,123647044,34.0949,-118.414035,6037261102.0,1513.0,270014130,33.8993999,-118.378702,6037602302.0,414.0,"(1513.0, 414.0)",1513.0,414.0,3,1761.43,646.62,1672.8,1.35
304015,304015,2710450,122850039,34.0813138,-118.1937137,6037199110.0,1173.0,6441802674,34.1129243,-118.1811928,6037183103.0,1047.0,"(1173.0, 1047.0)",1173.0,1047.0,3,642.5,184.04,615.77,1.34
793216,793216,1670459,271273363,34.3231659,-118.4737192,6037106510.0,744.0,123285762,34.0919184,-118.30673,6037191120.0,1116.0,"(744.0, 1116.0)",744.0,1116.0,3,1518.38,709.51,1391.21,1.48
195065,195065,1435481,122724116,34.1621411,-118.4574406,6037128910.0,939.0,123512909,34.2791427,-118.4514399,6037109500.0,767.0,"(939.0, 767.0)",939.0,767.0,3,613.24,215.87,585.21,1.33
467837,467837,4419810,123060595,34.2179415,-118.4217119,6037122000.0,854.0,18214961,34.1920503,-118.3293212,6037310501.0,127.0,"(854.0, 127.0)",854.0,127.0,3,562.9,264.59,507.35,1.56
594518,594518,2471774,123267860,34.1271856,-117.8272687,6037401201.0,394.0,273487611,33.9293328,-118.2391236,6037540700.0,2377.0,"(394.0, 2377.0)",394.0,2377.0,3,2084.6,414.66,2047.06,1.21
594054,594054,1759519,123262999,33.9243205,-118.1134248,6037551102.0,274.0,122707438,33.9049583,-118.0747703,6037552200.0,1781.0,"(274.0, 1781.0)",274.0,1781.0,3,404.13,191.16,367.63,1.53
11839,11839,2940285,21302801,34.0111418,-118.2827383,6037231720.0,1422.0,4505637059,33.7940876,-118.3852368,6037670324.0,1793.0,"(1422.0, 1793.0)",1422.0,1793.0,3,1550.5,156.1,1543.11,1.1
221507,221507,873127,122750193,33.8511254,-118.1954013,6037571701.0,606.0,1719553971,33.885471,-118.3545883,6037604001.0,574.0,"(606.0, 574.0)",606.0,574.0,3,1230.44,403.13,1164.1,1.4
237542,237542,4909125,122770343,33.9324143,-118.11487,6037551001.0,272.0,859559082,33.9937881,-118.0879298,6037500700.0,1855.0,"(272.0, 1855.0)",272.0,1855.0,3,563.09,103.79,554.02,1.2
986178,986178,371442,1799706858,34.1584517,-118.2640601,6037301701.0,363.0,122610161,34.242742,-118.5798225,6037113303.0,789.0,"(363.0, 789.0)",363.0,789.0,3,1436.89,166.72,1427.64,1.12
271025,271025,3359808,122810338,34.0049141,-118.0397381,6037500300.0,2294.0,123106078,33.9530316,-118.124578,6037550602.0,267.0,"(2294.0, 267.0)",2294.0,267.0,3,801.27,323.09,746.04,1.44
51845,51845,1372563,122554533,33.9897685,-117.9484903,6037408624.0,2238.0,279645713,33.9285656,-118.2543062,6037241001.0,1496.0,"(2238.0, 1496.0)",2238.0,1496.0,3,1459.85,332.98,1428.55,1.22
1030374,1030374,4607692,1975883133,33.9039168,-118.0719936,6037552200.0,1781.0,123325901,33.9385803,-118.178516,6037536104.0,2008.0,"(1781.0, 2008.0)",1781.0,2008.0,3,971.73,332.6,923.87,1.36
1115067,1115067,2777676,4075599865,34.1523903,-118.128183,6037462301.0,1829.0,20930177,34.1132869,-118.2325049,6037186302.0,1074.0,"(1829.0, 1074.0)",1829.0,1074.0,3,697.57,250.9,661.9,1.36
294192,294192,910836,122837479,34.0717652,-118.1381166,6037480903.0,12.0,1570475443,34.123075,-118.1813939,6037183101.0,1046.0,"(12.0, 1046.0)",12.0,1046.0,3,895.43,266.14,859.93,1.32
197807,197807,3207396,122727690,33.9893261,-117.9849533,6037408503.0,2234.0,123318286,34.0844185,-118.0634342,6037432202.0,1900.0,"(2234.0, 1900.0)",2234.0,1900.0,3,1096.44,267.36,1070.1,1.23
1039360,1039360,4524278,2354212127,34.0755202,-118.2752483,6037195802.0,1159.0,281506299,34.0658167,-118.207679,6037199900.0,1181.0,"(1159.0, 1181.0)",1159.0,1181.0,3,487.67,274.1,451.95,1.4
1095894,1095894,2555858,4002763219,34.0670886,-118.4122814,6037700700.0,114.0,559849579,33.993531,-118.4539348,6037273600.0,1597.0,"(114.0, 1597.0)",114.0,1597.0,3,1113.95,275.32,1085.92,1.24
638146,638146,3744334,123349264,33.8652252,-118.3748373,6037620704.0,1884.0,123521311,33.8647114,-118.3025703,6037291300.0,1630.0,"(1884.0, 1630.0)",1884.0,1630.0,3,1138.0,814.29,961.7,1.68
287578,287578,2509016,122827337,34.1940542,-118.6388691,6037135202.0,990.0,123718874,34.1411927,-118.4834484,6037141500.0,1026.0,"(990.0, 1026.0)",990.0,1026.0,3,1297.09,323.78,1257.67,1.28
446406,446406,3796550,123031569,34.2039376,-118.4312821,6037127104.0,908.0,122905365,34.2636965,-118.4859469,6037109700.0,771.0,"(908.0, 771.0)",908.0,771.0,3,798.45,261.31,763.26,1.33
139650,139650,4817943,122661616,34.3053554,-118.5095649,6037106603.0,746.0,4613230286,34.2518237,-118.4517763,6037109601.0,768.0,"(746.0, 768.0)",746.0,768.0,3,448.4,397.69,372.43,1.68
981161,981161,1432333,1788084851,34.0397813,-118.2725655,6037224010.0,1380.0,1620498731,33.9993611,-118.3979215,6037702600.0,248.0,"(1380.0, 248.0)",1380.0,248.0,3,836.85,248.03,808.88,1.28
213749,213749,4130123,122742209,34.0339093,-118.5204535,6037262706.0,1525.0,558585856,34.0417869,-118.4703301,6037264306.0,1531.0,"(1525.0, 1531.0)",1525.0,1531.0,3,764.91,313.46,707.95,1.47
1182689,1182689,3655043,9641829211,34.0766411,-118.1403797,6037480903.0,12.0,1687219147,34.1206955,-117.9206576,6037404402.0,53.0,"(12.0, 53.0)",12.0,53.0,3,945.81,170.2,934.1,1.16
493991,493991,1572303,123097504,34.087187,-118.362719,6037194401.0,1147.0,123067375,33.9976925,-118.4456497,6037272100.0,1587.0,"(1147.0, 1587.0)",1147.0,1587.0,3,1032.0,240.55,1008.29,1.23
85081,85081,3001477,122598746,33.7628384,-118.1614432,6037576700.0,677.0,122962132,33.8696445,-118.0931891,6037554521.0,183.0,"(677.0, 183.0)",677.0,183.0,3,1177.73,201.81,1161.77,1.18
345756,345756,3805846,122902728,34.1694538,-118.5113665,6037139600.0,1012.0,563232883,34.134254,-118.4832262,6037141500.0,1026.0,"(1012.0, 1026.0)",1012.0,1026.0,3,332.22,268.28,286.39,1.59
943508,943508,1529711,1717893698,34.0622351,-118.4067311,6037701000.0,119.0,1613371665,34.0435102,-118.44348,6037267201.0,1547.0,"(119.0, 1547.0)",119.0,1547.0,3,345.62,197.42,306.47,1.63
497871,497871,1682856,123105011,34.2040633,-118.3847054,6037122420.0,860.0,122650850,34.2120762,-118.4737602,6037127400.0,912.0,"(860.0, 912.0)",860.0,912.0,3,840.76,227.12,815.56,1.27
1170416,1170416,3289816,8218177581,34.0168864,-118.4809931,6037701802.0,1964.0,123655809,34.0580378,-118.4739586,6037264000.0,1527.0,"(1964.0, 1527.0)",1964.0,1527.0,3,743.88,226.64,711.54,1.34
1155061,1155061,2223560,6980795243,34.0289329,-118.0212659,6037408402.0,471.0,986919580,34.1549623,-118.0318205,6037430600.0,24.0,"(471.0, 24.0)",471.0,24.0,3,846.56,173.71,832.53,1.19
1046779,1046779,2082283,2486107947,34.1425789,-118.4715776,6037141600.0,1026.0,122567436,34.2028477,-118.6081405,6037134303.0,969.0,"(1026.0, 969.0)",1026.0,969.0,3,863.73,212.3,843.19,1.23
444497,444497,2276003,123028588,33.9808705,-117.9220335,6037408626.0,2240.0,122912960,33.915029,-117.9790004,6037503705.0,550.0,"(2240.0, 550.0)",2240.0,550.0,3,1046.29,227.71,1018.51,1.27
732547,732547,37289,123631840,33.7791293,-118.3159911,6037670101.0,580.0,26427478,33.9454398,-118.3985286,6037980028.0,1697.0,"(580.0, 1697.0)",580.0,1697.0,3,1815.73,610.25,1732.83,1.34
1111317,1111317,2273826,4048407117,34.1831553,-118.1522444,6037461000.0,2273.0,451041090,34.1820665,-118.1316712,6037461100.0,2274.0,"(2273.0, 2274.0)",2273.0,2274.0,3,109.67,86.16,82.16,2.37
1102547,1102547,2040603,4021840065,34.0700973,-118.1344708,6037480903.0,12.0,3609856426,34.0370251,-118.421206,6037271100.0,1575.0,"(12.0, 1575.0)",12.0,1575.0,3,1228.52,312.31,1193.02,1.27
107897,107897,248732,122626323,33.8942483,-118.194434,6037542106.0,2391.0,1955318215,33.8741406,-118.2174075,6037543203.0,218.0,"(2391.0, 218.0)",2391.0,218.0,3,550.16,298.85,491.36,1.58
83,83,3458697,653690,34.0301253,-118.4218408,6037271704.0,1581.0,123519337,34.0907527,-118.3157427,6037191710.0,1127.0,"(1581.0, 1127.0)",1581.0,1127.0,3,1280.08,451.15,1225.5,1.31
875502,875502,3991339,627971497,33.8986963,-118.4135024,6037620305.0,1716.0,1719565576,33.8741722,-118.396042,6037621001.0,429.0,"(1716.0, 429.0)",1716.0,429.0,3,431.4,292.84,382.61,1.57
281229,281229,893216,122821172,33.8398839,-118.1850474,6037571502.0,602.0,122644911,33.7916746,-118.2105011,6037578000.0,623.0,"(602.0, 623.0)",602.0,623.0,3,489.54,258.79,450.94,1.43
325403,325403,2947,122880000,33.9219267,-118.044523,6037503104.0,2313.0,122914141,33.8477561,-118.0894294,6037554522.0,184.0,"(2313.0, 184.0)",2313.0,184.0,3,1077.75,157.75,1065.64,1.16
1052616,1052616,4383973,2590823909,34.1030018,-118.3225103,6037191000.0,1114.0,122923626,33.9851047,-118.463288,6037273902.0,1600.0,"(1114.0, 1600.0)",1114.0,1600.0,3,1669.13,461.55,1623.84,1.24
962680,962680,4152063,1732340098,34.0283216,-118.271115,6037224020.0,1381.0,123178178,33.8985395,-118.023006,6037503902.0,554.0,"(1381.0, 554.0)",1381.0,554.0,3,1059.04,149.3,1050.25,1.13
376709,376709,707761,122939901,33.925475,-118.3765618,6037602201.0,2427.0,122638936,33.8963691,-118.4143167,6037620305.0,1716.0,"(2427.0, 1716.0)",2427.0,1716.0,3,479.61,145.56,462.48,1.29
383212,383212,247371,122949848,33.9983174,-118.3865329,6037702600.0,248.0,122695014,33.8719009,-118.3643132,6037620601.0,1881.0,"(248.0, 1881.0)",248.0,1881.0,3,625.04,166.5,601.83,1.39
676484,676484,2048085,123452199,33.9259403,-118.0905438,6037550202.0,1775.0,122590948,33.9316099,-118.0208491,6037503201.0,2316.0,"(1775.0, 2316.0)",1775.0,2316.0,3,1052.43,214.86,1030.79,1.23
728232,728232,2683698,123614051,34.0944413,-118.3570868,6037189802.0,1096.0,122861347,34.0413523,-118.4468792,6037267700.0,1555.0,"(1096.0, 1555.0)",1096.0,1555.0,3,1296.95,503.3,1224.29,1.38
1067143,1067143,4830376,3485476988,33.8951771,-118.044145,6037980034.0,1948.0,4011774795,33.8887044,-118.2045185,6037542200.0,205.0,"(1948.0, 205.0)",1948.0,205.0,3,1154.5,362.02,1102.58,1.35
854452,854452,4458614,473127807,34.0719645,-118.0433876,6037432700.0,300.0,268162522,34.1507923,-118.0385359,6037430600.0,24.0,"(300.0, 24.0)",300.0,24.0,3,1003.58,314.48,961.9,1.33
16191,16191,2276268,25583774,34.1179029,-118.2376616,6037186401.0,1075.0,122824149,33.8485942,-117.9936451,6059110401.0,2544.0,"(1075.0, 2544.0)",1075.0,2544.0,3,1393.14,66.74,1391.55,1.05
658245,658245,1998684,123397731,34.0871048,-118.1562314,6037480802.0,7.0,123631908,33.9407389,-118.0819469,6037502801.0,1943.0,"(7.0, 1943.0)",7.0,1943.0,3,963.11,256.51,930.24,1.3
26276,26276,4801786,28245140,33.9019059,-118.3438518,6037603801.0,571.0,122691428,33.8811663,-118.3256266,6037650001.0,2029.0,"(571.0, 2029.0)",571.0,2029.0,3,605.25,155.78,579.41,1.37
961820,961820,3719569,1732243590,34.0149384,-118.2764587,6037231100.0,1414.0,5052050831,34.1798795,-118.448721,6037128400.0,932.0,"(1414.0, 932.0)",1414.0,932.0,3,1402.7,329.28,1365.15,1.26
406813,406813,2991976,122982968,33.8485118,-118.0950144,6037554522.0,184.0,122703375,33.9024354,-118.0542338,6037552302.0,1783.0,"(184.0, 1783.0)",184.0,1783.0,3,638.91,137.51,623.87,1.25
242109,242109,3809163,122775901,34.0759561,-118.1317483,6037481606.0,19.0,123337799,34.0917782,-118.0825933,6037432201.0,1899.0,"(19.0, 1899.0)",19.0,1899.0,3,471.33,157.07,439.22,1.49
337432,337432,4482737,122893203,34.1696492,-118.6102266,6037137401.0,996.0,7362146889,34.172462,-118.56434,6037137501.0,998.0,"(996.0, 998.0)",996.0,998.0,3,273.41,333.6,191.13,2.13
103902,103902,2033470,122622036,33.998493,-118.3876762,6037702600.0,248.0,331380335,34.2735292,-118.5847831,6037108202.0,762.0,"(248.0, 762.0)",248.0,762.0,3,2601.44,1986.22,2134.91,1.77
940538,940538,1339346,1717132342,34.0215286,-118.3521442,6037219700.0,1351.0,1842872092,33.9708942,-118.4278755,6037275604.0,1610.0,"(1351.0, 1610.0)",1351.0,1610.0,3,981.33,275.98,949.24,1.28
827211,827211,3053501,338511724,34.0954169,-118.474993,6037262200.0,1516.0,29546859,34.1843676,-118.3252177,6037310900.0,134.0,"(1516.0, 134.0)",1516.0,134.0,3,1072.57,180.25,1058.31,1.18
5442,5442,3026411,18166168,34.0543334,-118.2466077,6037207400.0,1230.0,123188022,34.1787867,-118.5718978,6037137104.0,992.0,"(1230.0, 992.0)",1230.0,992.0,3,1380.13,286.77,1356.7,1.19
749272,749272,447650,123693394,34.0396994,-117.968678,6037407201.0,563.0,122975391,34.0479776,-117.9184313,6037408003.0,2218.0,"(563.0, 2218.0)",563.0,2218.0,3,384.59,92.98,373.84,1.27
266116,266116,2364900,122805407,33.8420654,-118.0568904,6059110111.0,2560.0,122691069,33.8274259,-118.0615059,6059110117.0,2563.0,"(2560.0, 2563.0)",2560.0,2563.0,3,68.11,62.8,48.34,2.29
500113,500113,4270690,123107878,33.9873397,-118.3846949,6037703003.0,253.0,5239881901,34.0871909,-118.3844686,6037700501.0,2111.0,"(253.0, 2111.0)",253.0,2111.0,3,983.4,491.4,919.06,1.39
876071,876071,1763005,635118116,34.1481581,-118.5289692,6037139703.0,1015.0,2490315964,34.1260456,-118.474536,6037262200.0,1516.0,"(1015.0, 1516.0)",1015.0,1516.0,3,941.68,518.23,855.12,1.48
886469,886469,4877226,806276613,34.1530667,-118.0948091,6037462900.0,1836.0,122962629,33.9240254,-118.305151,6037602801.0,2431.0,"(1836.0, 2431.0)",1836.0,2431.0,3,1909.8,547.7,1850.79,1.27
26141,26141,1932196,28112695,34.0835621,-118.2990598,6037192610.0,1140.0,1719565570,33.877868,-118.3960425,6037620901.0,1719.0,"(1140.0, 1719.0)",1140.0,1719.0,3,1473.2,134.4,1467.26,1.09
579071,579071,4950897,123235208,33.9876676,-118.0728821,6037501001.0,2298.0,122748875,34.0152137,-118.1054587,6037530101.0,1744.0,"(2298.0, 1744.0)",2298.0,1744.0,3,385.04,175.09,357.45,1.44
194113,194113,2519442,122723157,33.9247044,-118.3152056,6037602700.0,424.0,122979029,34.0334193,-118.423171,6037271100.0,1575.0,"(424.0, 1575.0)",424.0,1575.0,3,683.91,174.42,666.83,1.24
590884,590884,4059349,123256355,34.1618881,-118.4062275,6037124000.0,882.0,123206110,34.1050153,-118.4939179,6037262301.0,1517.0,"(882.0, 1517.0)",882.0,1517.0,3,754.75,283.6,717.63,1.34
1138943,1138943,831579,6065980941,34.0379438,-118.0820266,6037530007.0,1914.0,4593268891,34.0425052,-118.0795484,6037482404.0,1909.0,"(1914.0, 1909.0)",1914.0,1909.0,3,35.89,96.84,16.71,2.4
644467,644467,882893,123364382,34.1683848,-118.4279758,6037124500.0,892.0,123596769,34.0289327,-118.4486183,6037271200.0,1576.0,"(892.0, 1576.0)",892.0,1576.0,3,1112.52,274.8,1082.76,1.26
340804,340804,24648,122897463,33.8267208,-118.1912711,6037571800.0,609.0,122928858,33.9111087,-118.1875725,6037541802.0,1710.0,"(609.0, 1710.0)",609.0,1710.0,3,384.03,259.2,344.85,1.48
924793,924793,3564080,1709122012,33.9333407,-118.0852662,6037502801.0,1943.0,4033274151,33.8777159,-118.0726026,6037554514.0,177.0,"(1943.0, 177.0)",1943.0,177.0,3,711.56,417.15,627.35,1.6
898990,898990,675265,1347103247,34.0104848,-118.2809589,6037231720.0,1422.0,122568140,33.9183272,-118.3067475,6037602802.0,2432.0,"(1422.0, 2432.0)",1422.0,2432.0,3,511.34,147.86,495.07,1.27
661329,661329,200232,123408783,34.032575,-118.3363289,6037218702.0,1344.0,5475466234,33.8980436,-118.1688397,6037553601.0,1802.0,"(1344.0, 1802.0)",1344.0,1802.0,3,1420.27,274.48,1395.43,1.2
586443,586443,4242494,123248079,34.2499822,-118.431547,6037119003.0,820.0,122843505,34.02631,-118.4428147,6037271300.0,1577.0,"(820.0, 1577.0)",820.0,1577.0,3,1674.94,487.97,1611.04,1.32
1074617,1074617,4401305,3640991817,34.1394396,-118.196506,6037181000.0,1041.0,4046610996,34.1070308,-117.9308805,6037404600.0,509.0,"(1041.0, 509.0)",1041.0,509.0,3,886.91,242.47,862.83,1.24
108568,108568,1148885,122626613,34.0950252,-118.038317,6037432101.0,2021.0,4022523170,34.0289149,-118.0238325,6037408402.0,471.0,"(2021.0, 471.0)",2021.0,471.0,3,963.67,151.33,952.39,1.16
1117826,1117826,4790883,4085601850,34.1348555,-117.9775187,6037430101.0,288.0,625116505,33.9224334,-118.1490927,6037551700.0,283.0,"(288.0, 283.0)",288.0,283.0,3,1388.31,483.53,1321.33,1.35
1184643,1184643,3125478,9888843363,34.0374455,-118.4823007,6037701601.0,1959.0,122666450,33.9692106,-118.4050029,6037277000.0,1619.0,"(1959.0, 1619.0)",1959.0,1619.0,3,1019.51,286.6,985.39,1.29
457405,457405,754540,123048156,34.1624593,-118.596512,6037137502.0,999.0,122727976,34.2521907,-118.4543324,6037109601.0,768.0,"(999.0, 768.0)",999.0,768.0,3,1126.09,308.59,1089.67,1.28
785609,785609,4271777,268653229,34.0625915,-118.2433679,6037207101.0,1225.0,416793821,33.8920829,-118.1045028,6037553000.0,1790.0,"(1225.0, 1790.0)",1225.0,1790.0,3,950.54,201.41,933.76,1.2
890548,890548,2776567,879720681,34.0666811,-118.1495229,6037481902.0,22.0,338509550,34.0626389,-118.2613285,6037208302.0,1237.0,"(22.0, 1237.0)",22.0,1237.0,3,561.0,109.13,551.53,1.2
912070,912070,577215,1614923195,34.0748264,-118.232322,6037206010.0,1218.0,122719097,34.0276411,-118.323602,6037219010.0,1347.0,"(1218.0, 1347.0)",1218.0,1347.0,3,872.79,324.43,825.76,1.37
1078057,1078057,1533510,3701975827,33.989758,-118.1475867,6037532304.0,188.0,123148427,34.1309858,-118.085249,6037463103.0,2280.0,"(188.0, 2280.0)",188.0,2280.0,3,1370.0,115.34,1365.08,1.09
1036192,1036192,2225807,2224371881,33.9382129,-118.0903728,6037502801.0,1943.0,2909944999,33.8731697,-118.0725692,6037554514.0,177.0,"(1943.0, 177.0)",1943.0,177.0,3,711.56,417.15,627.35,1.6
1084428,1084428,2735027,3840390382,33.8242938,-118.2324921,6037980002.0,172.0,122922965,33.8823456,-118.0553112,6037554512.0,175.0,"(172.0, 175.0)",172.0,175.0,3,852.09,180.93,834.52,1.22
321850,321850,2748747,122872980,34.2084006,-118.5327959,6037131400.0,945.0,6394185779,34.2049266,-118.3823415,6037122420.0,860.0,"(945.0, 860.0)",945.0,860.0,3,1216.56,148.75,1207.71,1.13
910136,910136,1738831,1614655979,34.0354193,-118.3497238,6037218500.0,1341.0,26187122,34.0936459,-118.2063419,6037199400.0,1178.0,"(1341.0, 1178.0)",1341.0,1178.0,3,649.45,140.75,637.11,1.21
1025210,1025210,1703533,1931807360,34.0354797,-117.9559778,6037407202.0,563.0,123382304,34.0444479,-117.9556369,6037407301.0,2211.0,"(563.0, 2211.0)",563.0,2211.0,3,215.65,163.94,175.76,1.83
409702,409702,365331,122986835,33.7483069,-118.2948286,6037296500.0,1661.0,122932682,33.7943227,-118.3468964,6037651402.0,2058.0,"(1661.0, 2058.0)",1661.0,2058.0,3,842.73,227.95,813.48,1.3
568428,568428,1339668,123213927,34.2269228,-118.3709304,6037121102.0,846.0,123119258,34.2756276,-118.5700828,6037108204.0,761.0,"(846.0, 761.0)",846.0,761.0,3,745.59,178.53,727.14,1.24
860688,860688,2699926,563266213,34.1311111,-118.4632215,6037141600.0,1027.0,123702255,34.1715536,-118.5054737,6037139001.0,1002.0,"(1027.0, 1002.0)",1027.0,1002.0,3,280.87,129.31,266.52,1.32
228484,228484,3131884,122760879,33.9303145,-118.2013328,6037540203.0,1704.0,122779933,33.9625851,-118.2420852,6037535101.0,2368.0,"(1704.0, 2368.0)",1704.0,2368.0,3,675.8,269.84,633.92,1.4
556205,556205,2655488,123193188,33.8911753,-118.100946,6037553000.0,1790.0,122649904,33.8582986,-118.2270122,6037543305.0,2394.0,"(1790.0, 2394.0)",1790.0,2394.0,3,687.05,282.05,633.46,1.5
1147542,1147542,4749076,6726694662,34.0329121,-118.19653,6037203900.0,1203.0,122919459,34.2112796,-118.3630278,6037122200.0,858.0,"(1203.0, 858.0)",1203.0,858.0,3,1159.38,343.13,1115.88,1.31
7390,7390,4572739,19668868,34.1574889,-118.2502737,6037301901.0,367.0,123111021,34.083603,-118.2627435,6037195500.0,1155.0,"(367.0, 1155.0)",367.0,1155.0,3,662.9,306.53,604.98,1.52
198230,198230,229885,122727943,34.1739444,-118.455274,6037128400.0,932.0,123229760,34.1278595,-118.3830413,6037143901.0,1039.0,"(932.0, 1039.0)",932.0,1039.0,3,660.82,334.88,601.36,1.49
