,Unnamed: 0.1,Unnamed: 0,oid,oy,ox,oGEOID,oMOVEMENT_ID,did,dy,dx,dGEOID,dMOVEMENT_ID,uber_OD,sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
935848,935848,4284436,1716313647,33.9437335,-118.2805539,6037240402.0,1490.0,122768874,34.0082893,-118.3996821,6037702700.0,249.0,"(1490.0, 249.0)",1490.0,249.0,3,883.75,362.2,835.36,1.36
895149,895149,3343321,1204287343,34.070491,-118.0994957,6037482303.0,1906.0,254113110,34.0555702,-118.0591485,6037433506.0,1983.0,"(1906.0, 1983.0)",1906.0,1983.0,3,311.11,113.59,293.46,1.39
28137,28137,3789260,32602605,34.078605,-118.0518129,6037432802.0,302.0,122939868,33.9250794,-118.3373633,6037602002.0,407.0,"(302.0, 407.0)",302.0,407.0,3,2305.94,681.34,2222.05,1.3
816678,816678,4406467,317628167,34.0189122,-118.1783472,6037531302.0,2342.0,123454988,33.7934953,-118.2129973,6037578000.0,623.0,"(2342.0, 623.0)",2342.0,623.0,3,932.97,331.28,907.71,1.22
354475,354475,3196838,122912987,34.1034447,-118.2041311,6037185101.0,1063.0,123111124,34.1425666,-118.1642171,6037463700.0,1844.0,"(1063.0, 1844.0)",1063.0,1844.0,3,531.57,214.55,503.4,1.36
15044,15044,3877525,25061996,34.0239694,-118.1922853,6037531202.0,2340.0,122806384,34.0564564,-118.1507687,6037482001.0,1760.0,"(2340.0, 1760.0)",2340.0,1760.0,3,411.42,175.9,379.04,1.49
1091772,1091772,2273976,3874348310,34.0040948,-118.3934478,6037702700.0,249.0,1790363957,34.1488093,-118.2279782,6037301000.0,351.0,"(249.0, 351.0)",249.0,351.0,3,1428.29,244.18,1409.35,1.17
48373,48373,589901,122491482,34.2181522,-118.473116,6037127400.0,912.0,1836149468,34.0516017,-118.2189428,6037203500.0,1198.0,"(912.0, 1198.0)",912.0,1198.0,3,1412.22,498.22,1351.88,1.31
201134,201134,1195568,122731704,33.8354922,-118.3038704,6037293203.0,1632.0,122558812,33.8082781,-118.2624012,6037543905.0,168.0,"(1632.0, 168.0)",1632.0,168.0,3,637.67,124.14,626.92,1.2
940118,940118,2849890,1717103537,33.9483317,-118.3683402,6037601402.0,498.0,122690721,34.1284758,-118.4938086,6037262301.0,1517.0,"(498.0, 1517.0)",498.0,1517.0,3,672.02,152.63,658.98,1.2
514361,514361,2913929,123130948,34.0144295,-118.1994793,6037204920.0,1215.0,3840865730,33.8521402,-118.2342908,6037543305.0,2394.0,"(1215.0, 2394.0)",1215.0,2394.0,3,1068.88,606.86,962.17,1.52
119470,119470,1676654,122639033,34.1656332,-118.4182019,6037124700.0,894.0,123135351,34.0327009,-118.4767168,6037701602.0,1960.0,"(894.0, 1960.0)",894.0,1960.0,3,901.86,150.48,892.22,1.15
1025475,1025475,3095966,1933284441,34.007457,-117.8404424,6037403328.0,257.0,122871407,34.0186553,-117.9864696,6037408401.0,2231.0,"(257.0, 2231.0)",257.0,2231.0,3,670.8,254.53,628.69,1.42
921313,921313,2803950,1669539791,34.1153876,-118.2357942,6037186302.0,1074.0,298585645,34.1410066,-118.2778667,6037980009.0,1686.0,"(1074.0, 1686.0)",1074.0,1686.0,3,538.97,250.67,491.63,1.52
840768,840768,2254931,367450333,34.186809,-118.5246387,6037132700.0,958.0,123749944,34.2186894,-118.5142315,6037131200.0,943.0,"(958.0, 943.0)",958.0,943.0,3,312.42,100.96,296.29,1.4
78332,78332,608485,122589712,34.0512868,-118.427373,6037267101.0,1546.0,304690581,34.0519088,-118.2593158,6037207711.0,1233.0,"(1546.0, 1233.0)",1546.0,1233.0,3,1222.08,516.79,1145.16,1.4
318216,318216,4538791,122866959,34.0155492,-117.9796893,6037408401.0,2231.0,123337689,33.9852635,-117.8832182,6037408705.0,2248.0,"(2231.0, 2248.0)",2231.0,2248.0,3,517.09,184.22,495.32,1.31
973253,973253,2020822,1774013139,33.9286051,-118.2727932,6037241001.0,1496.0,847822632,33.9387739,-118.1813706,6037536104.0,2008.0,"(1496.0, 2008.0)",1496.0,2008.0,3,541.69,236.9,501.82,1.45
451434,451434,506120,123039928,33.9057063,-117.9424745,6059001705.0,2572.0,122908978,33.9106097,-117.9171441,6059001604.0,2569.0,"(2572.0, 2569.0)",2572.0,2569.0,3,144.5,38.51,139.55,1.3
949519,949519,2977859,1718847192,33.8784968,-118.3523704,6037604002.0,575.0,122832102,34.0169971,-118.4278163,6037271600.0,1580.0,"(575.0, 1580.0)",575.0,1580.0,3,921.25,368.7,862.49,1.41
565430,565430,2231880,123207470,34.1576428,-118.3833916,6037125200.0,898.0,1362370674,34.2827295,-118.4156547,6037104201.0,716.0,"(898.0, 716.0)",898.0,716.0,3,644.69,167.05,628.35,1.24
338470,338470,1449383,122894278,33.8472212,-118.358961,6037650607.0,2039.0,123188582,33.7822676,-118.3937257,6037670326.0,1794.0,"(2039.0, 1794.0)",2039.0,1794.0,3,910.5,448.34,818.53,1.58
990056,990056,4907774,1832047235,34.1264379,-118.2679406,6037188100.0,1082.0,1840753886,34.1201832,-118.2050111,6037183401.0,1053.0,"(1082.0, 1053.0)",1082.0,1053.0,3,516.29,129.61,505.09,1.21
151290,151290,4659096,122673087,34.0379911,-118.3200585,6037218800.0,1345.0,10261740340,33.9750915,-118.1242652,6037532304.0,188.0,"(1345.0, 188.0)",1345.0,188.0,3,813.4,331.98,779.12,1.29
461062,461062,4380440,123051782,34.1226951,-118.463078,6037262200.0,1516.0,122810182,33.9164412,-118.3315217,6037602513.0,423.0,"(1516.0, 423.0)",1516.0,423.0,3,1049.43,277.05,1017.07,1.28
1188847,1188847,1312065,10309880397,33.8583623,-118.3360071,6037650200.0,2034.0,8993603356,33.9063509,-118.3525154,6037602402.0,415.0,"(2034.0, 415.0)",2034.0,415.0,3,453.19,231.12,411.47,1.52
864254,864254,3147438,583125802,34.0640724,-118.1969225,6037203100.0,1195.0,581907944,34.1195801,-117.9389924,6037404600.0,509.0,"(1195.0, 509.0)",1195.0,509.0,3,941.4,329.22,909.5,1.26
294868,294868,4490466,122838496,34.098168,-118.2862435,6037195300.0,1153.0,123013038,34.0597634,-118.2941646,6037212303.0,1289.0,"(1153.0, 1289.0)",1153.0,1289.0,3,535.46,118.89,523.1,1.24
587870,587870,4948095,123250369,33.8865573,-118.3938057,6037620802.0,1718.0,338459596,34.021174,-118.478621,6037701802.0,1964.0,"(1718.0, 1964.0)",1718.0,1964.0,3,1023.18,242.62,994.34,1.28
358576,358576,3178275,122918957,33.8728854,-118.1151058,6037554406.0,103.0,122700057,33.8719974,-117.9542038,6059011000.0,2581.0,"(103.0, 2581.0)",103.0,2581.0,3,770.29,134.96,761.42,1.15
1098957,1098957,2017457,4011611722,33.968657,-118.3491306,6037601001.0,488.0,123287797,33.9761832,-118.3067976,6037237300.0,1457.0,"(488.0, 1457.0)",488.0,1457.0,3,360.53,156.97,328.73,1.57
560468,560468,1318189,123199834,34.151774,-118.6064342,6037137401.0,996.0,9181864107,34.0146232,-118.483782,6037701802.0,1964.0,"(996.0, 1964.0)",996.0,1964.0,3,1996.8,998.86,1797.75,1.56
894378,894378,4744362,1118361110,34.2781892,-118.5775783,6037108202.0,762.0,122889080,34.2124193,-118.3455429,6037102104.0,704.0,"(762.0, 704.0)",762.0,704.0,3,867.83,51.13,866.35,1.06
948459,948459,64966,1718756224,33.9455687,-118.3815653,6037277200.0,1621.0,1718756183,33.9308635,-118.3918182,6037980013.0,325.0,"(1621.0, 325.0)",1621.0,325.0,3,675.33,465.84,595.94,1.59
236500,236500,214206,122769643,34.0385127,-118.5406718,6037262704.0,1524.0,602874992,34.0284656,-118.3919099,6037270101.0,1572.0,"(1524.0, 1572.0)",1524.0,1572.0,3,657.67,95.61,651.21,1.15
62587,62587,3709664,122568854,33.983655,-118.044343,6037501400.0,2122.0,123721828,34.0654424,-117.9191573,6037406500.0,2085.0,"(2122.0, 2085.0)",2122.0,2085.0,3,850.17,44.78,849.03,1.05
533545,533545,542610,123157988,33.905144,-118.3743005,6037602302.0,414.0,2762281132,33.8379259,-118.3289631,6037650401.0,2036.0,"(414.0, 2036.0)",414.0,2036.0,3,496.78,230.52,458.83,1.49
427906,427906,2871508,123007912,34.0227321,-118.1941854,6037204910.0,1214.0,4007684130,34.0601776,-118.3761833,6037700901.0,117.0,"(1214.0, 117.0)",1214.0,117.0,3,1048.75,306.86,1013.65,1.28
11117,11117,1815672,21132518,34.1190413,-118.2087248,6037183401.0,1053.0,122746112,34.0391451,-118.3647415,6037270300.0,1574.0,"(1053.0, 1574.0)",1053.0,1574.0,3,1230.5,167.59,1218.59,1.15
420437,420437,1762714,122998432,33.9637854,-118.0244323,6037501700.0,2127.0,1729813662,34.0018971,-118.1595519,6037532303.0,187.0,"(2127.0, 187.0)",2127.0,187.0,3,1123.0,301.21,1087.07,1.28
944170,944170,848801,1717922257,34.0400136,-118.2915846,6037221220.0,1360.0,122782955,34.0856453,-118.2892546,6037191420.0,1123.0,"(1360.0, 1123.0)",1360.0,1123.0,3,564.0,141.94,545.8,1.3
117285,117285,2710566,122637140,34.030911,-118.3695285,6037219902.0,1354.0,4635897993,33.8262924,-118.2980896,6037543503.0,2397.0,"(1354.0, 2397.0)",1354.0,2397.0,3,1140.43,243.94,1120.09,1.2
440545,440545,3537831,123021724,34.2046796,-118.5954909,6037134521.0,976.0,123061797,33.9572754,-118.3947436,6037278001.0,1623.0,"(976.0, 1623.0)",976.0,1623.0,3,2130.45,414.12,2091.23,1.21
759503,759503,2682349,123740146,33.9126883,-118.0774948,6037552200.0,1781.0,122558688,33.9650955,-118.1102328,6037502500.0,1864.0,"(1781.0, 1864.0)",1781.0,1864.0,3,473.14,129.13,456.34,1.31
340094,340094,4656274,122896433,33.825939,-118.1328625,6037573601.0,632.0,123745176,33.8442352,-118.0820512,6037555001.0,526.0,"(632.0, 526.0)",632.0,526.0,3,507.53,143.95,488.47,1.31
733173,733173,590946,123633895,34.0800277,-118.438513,6037262100.0,1515.0,2489777813,34.0482917,-118.4470602,6037265524.0,1542.0,"(1515.0, 1542.0)",1515.0,1542.0,3,750.44,295.63,685.02,1.57
163443,163443,542368,122684958,34.0836904,-118.3563691,6037192002.0,1134.0,1842037857,34.19331,-118.2219,6037300800.0,348.0,"(1134.0, 348.0)",1134.0,348.0,3,1222.88,102.51,1218.51,1.09
761462,761462,200221,123748871,34.2149507,-118.5080114,6037131100.0,942.0,123719684,34.1676262,-118.559617,6037139402.0,1008.0,"(942.0, 1008.0)",942.0,1008.0,3,1201.33,457.85,1110.31,1.5
982753,982753,645041,1790365167,34.158593,-118.2274046,6037301000.0,351.0,122411718,34.2315269,-118.401995,6037121222.0,849.0,"(351.0, 849.0)",351.0,849.0,3,672.13,89.95,666.6,1.13
524093,524093,2620356,123145202,34.0287702,-118.1971658,6037204810.0,1212.0,34632595,34.0808137,-118.1449787,6037480802.0,7.0,"(1212.0, 7.0)",1212.0,7.0,3,666.22,139.26,650.73,1.25
57251,57251,78163,122561096,34.0325657,-118.2300267,6037206051.0,1220.0,4651639831,34.0727963,-118.0422064,6037432700.0,300.0,"(1220.0, 300.0)",1220.0,300.0,3,726.16,460.13,684.26,1.32
947269,947269,265574,1718677689,33.9906987,-118.3758162,6037703002.0,2461.0,123530736,33.8468018,-118.2996829,6037292001.0,1631.0,"(2461.0, 1631.0)",2461.0,1631.0,3,735.86,164.79,723.12,1.19
681376,681376,4951596,123463262,34.0039441,-118.2344265,6037980016.0,2062.0,445203265,34.0714143,-117.8803441,6037406300.0,2081.0,"(2062.0, 2081.0)",2062.0,2081.0,3,1263.33,202.65,1248.52,1.16
470701,470701,1715853,123065339,34.0065385,-117.9487832,6037409100.0,2244.0,122786929,33.9069805,-118.1482738,6037553400.0,285.0,"(2244.0, 285.0)",2244.0,285.0,3,968.65,187.57,954.57,1.18
660830,660830,4582497,123406887,34.0680921,-118.3675433,6037214700.0,1317.0,1877829703,33.9232438,-118.2900823,6037291110.0,1625.0,"(1317.0, 1625.0)",1317.0,1625.0,3,1390.56,200.11,1377.03,1.15
745709,745709,772887,123676607,34.1034739,-118.3528717,6037194101.0,1143.0,122881292,34.0736026,-118.0267294,6037433200.0,306.0,"(1143.0, 306.0)",1143.0,306.0,3,1396.67,364.54,1360.64,1.24
553243,553243,3475100,123186987,33.9507489,-118.0196399,6037503301.0,2138.0,123712751,33.9195896,-118.1961902,6037540102.0,1701.0,"(2138.0, 1701.0)",2138.0,1701.0,3,1297.1,264.06,1272.44,1.21
716033,716033,3870494,123571478,33.9946415,-118.2431915,6037228900.0,1408.0,122658370,34.0272717,-118.1070173,6037530005.0,1742.0,"(1408.0, 1742.0)",1408.0,1742.0,3,876.83,183.26,858.88,1.22
106306,106306,874669,122624759,34.0643202,-118.4518815,6037265303.0,1536.0,1682566061,34.0592491,-118.5047816,6037262400.0,1520.0,"(1536.0, 1520.0)",1536.0,1520.0,3,737.17,206.04,709.26,1.32
925538,925538,4567194,1709182364,33.9172212,-118.0639255,6037555300.0,1772.0,1710086227,33.9318722,-117.9777133,6037503401.0,2139.0,"(1772.0, 2139.0)",1772.0,2139.0,3,825.92,317.5,773.59,1.42
670805,670805,261099,123432365,34.0037213,-118.0407804,6037500300.0,2294.0,122783261,33.86709,-118.1970066,6037570402.0,593.0,"(2294.0, 593.0)",2294.0,593.0,3,907.04,178.41,893.26,1.18
62509,62509,697534,122568567,34.0774186,-118.436623,6037265100.0,1532.0,1931081798,34.1732842,-118.5578457,6037139402.0,1008.0,"(1532.0, 1008.0)",1532.0,1008.0,3,1131.5,218.76,1113.34,1.19
154573,154573,555963,122676344,34.179671,-118.5157802,6037139001.0,1002.0,269459338,34.0579333,-118.2142064,6037203500.0,1198.0,"(1002.0, 1198.0)",1002.0,1198.0,3,1158.05,211.28,1141.12,1.18
201854,201854,1906159,122732068,34.0088595,-117.9923627,6037408402.0,2232.0,122750251,34.1409467,-117.9639065,6037430004.0,286.0,"(2232.0, 286.0)",2232.0,286.0,3,656.39,220.77,630.03,1.3
287004,287004,2155699,122826644,34.2399249,-118.28126,6037101400.0,702.0,122696111,34.2527495,-118.2778155,6037101220.0,700.0,"(702.0, 700.0)",702.0,700.0,3,123.42,90.9,82.33,3.02
1023235,1023235,3247825,1923921176,34.1042516,-118.0307955,6037431501.0,2016.0,10738804544,34.1510117,-118.1131866,6037462700.0,1834.0,"(2016.0, 1834.0)",2016.0,1834.0,3,871.67,253.11,836.69,1.33
305497,305497,1094989,122851236,33.9564146,-118.1014554,6037502604.0,1865.0,122867350,33.880902,-118.0012581,6059110606.0,2549.0,"(1865.0, 2549.0)",1865.0,2549.0,3,850.78,474.07,769.18,1.5
1187393,1187393,1097436,10177479998,34.1389403,-118.2384172,6037302102.0,371.0,122719201,34.0239907,-118.275611,6037224600.0,1387.0,"(371.0, 1387.0)",371.0,1387.0,3,1150.67,702.54,996.66,1.66
712026,712026,96037,123557575,34.1680767,-118.5163693,6037139600.0,1012.0,279154672,34.18526,-118.5297516,6037132900.0,959.0,"(1012.0, 959.0)",1012.0,959.0,3,304.69,198.7,249.43,1.92
533525,533525,863235,123157985,33.9051209,-118.3713126,6037602302.0,414.0,122986034,33.785772,-118.1534972,6037575103.0,653.0,"(414.0, 653.0)",414.0,653.0,3,1069.73,102.18,1065.15,1.1
441354,441354,5204,123023972,34.2482071,-118.5307364,6037115203.0,798.0,7949952126,33.9759764,-118.3883932,6037276000.0,1612.0,"(798.0, 1612.0)",798.0,1612.0,3,1917.54,398.82,1881.49,1.21
526058,526058,88348,123148232,34.2102169,-118.4237196,6037122000.0,854.0,122958758,34.0906092,-118.3931752,6037700501.0,2111.0,"(854.0, 2111.0)",854.0,2111.0,3,1049.0,86.17,1045.65,1.08
702013,702013,4327524,123527847,34.015559,-118.1664805,6037531602.0,2346.0,1223355468,34.0775899,-118.1391319,6037480903.0,12.0,"(2346.0, 12.0)",2346.0,12.0,3,549.24,164.75,526.31,1.34
860648,860648,4805405,563243473,34.1297929,-118.48046,6037141500.0,1026.0,122732349,34.1721706,-118.3686398,6037124300.0,890.0,"(1026.0, 890.0)",1026.0,890.0,3,691.64,44.2,690.27,1.06
415869,415869,3158678,122993163,34.258787,-118.4321368,6037104403.0,722.0,1922808981,34.3064272,-118.4367832,6037106403.0,739.0,"(722.0, 739.0)",722.0,739.0,3,622.05,286.44,578.34,1.43
242944,242944,3682106,122776932,33.9383018,-118.1175092,6037551002.0,272.0,122837018,34.0275508,-118.2093121,6037204810.0,1212.0,"(272.0, 1212.0)",272.0,1212.0,3,900.82,241.18,866.82,1.33
9823,9823,3043330,20954379,34.1277005,-118.2605008,6037302401.0,378.0,122848130,34.2351813,-118.389395,6037121222.0,849.0,"(378.0, 849.0)",378.0,849.0,3,876.86,172.35,860.01,1.22
474776,474776,3375904,123069506,34.1574703,-118.161805,6037461700.0,1821.0,307151257,33.9882338,-118.4125813,6037275603.0,1611.0,"(1821.0, 1611.0)",1821.0,1611.0,3,1817.67,335.12,1791.45,1.18
834942,834942,3378899,359034026,33.9137881,-118.1256753,6037551801.0,284.0,123515760,33.9206648,-118.0305138,6037503105.0,2314.0,"(284.0, 2314.0)",284.0,2314.0,3,684.96,134.59,673.04,1.2
626675,626675,4951449,123322489,33.9652795,-118.3573815,6037601211.0,492.0,122783720,34.0296538,-118.3187492,6037218900.0,1346.0,"(492.0, 1346.0)",492.0,1346.0,3,886.75,164.0,872.51,1.19
673884,673884,2735208,123443120,33.8142262,-118.3730697,6037651304.0,2056.0,3820917727,33.8619703,-118.2834291,6037543400.0,158.0,"(2056.0, 158.0)",2056.0,158.0,3,1329.5,155.13,1320.37,1.13
135358,135358,2276595,122656132,34.0560109,-118.1515126,6037482001.0,1760.0,540554481,34.015179,-118.1288269,6037530204.0,1748.0,"(1760.0, 1748.0)",1760.0,1748.0,3,607.24,171.86,582.98,1.33
516077,516077,2761337,123134590,34.1123727,-118.1440195,6037480500.0,2011.0,7370705546,33.9530206,-118.427107,6037980028.0,1697.0,"(2011.0, 1697.0)",2011.0,1697.0,3,2068.13,467.22,2017.87,1.25
261644,261644,2099938,122798700,34.0265915,-118.3566218,6037219800.0,1352.0,122715394,34.0135104,-118.1245291,6037530102.0,1745.0,"(1352.0, 1745.0)",1352.0,1745.0,3,1320.57,274.17,1293.76,1.22
23977,23977,139563,26877902,34.1609168,-118.2468933,6037301100.0,352.0,583031048,34.1460484,-118.109496,6037462700.0,1834.0,"(352.0, 1834.0)",352.0,1834.0,3,705.71,260.44,669.93,1.35
451745,451745,3190239,123040186,33.9553,-118.3857264,6037980028.0,1697.0,123548708,34.0425557,-118.2769104,6037224200.0,1382.0,"(1697.0, 1382.0)",1697.0,1382.0,3,1091.36,275.97,1059.96,1.27
998570,998570,1836191,1839490201,34.1269362,-118.2206745,6037186100.0,1069.0,1719348938,33.9608077,-118.3661283,6037601401.0,497.0,"(1069.0, 497.0)",1069.0,497.0,3,1691.57,386.24,1648.38,1.26
834662,834662,1881130,358475164,34.1734688,-118.300709,6037310703.0,132.0,1918904180,34.2183705,-118.3679697,6037122122.0,857.0,"(132.0, 857.0)",132.0,857.0,3,349.22,136.15,334.01,1.3
924982,924982,1056352,1709122526,33.9351289,-118.0841186,6037502801.0,1943.0,289193353,33.7877522,-118.2077594,6037980011.0,659.0,"(1943.0, 659.0)",1943.0,659.0,3,945.0,173.93,930.13,1.19
1167887,1167887,3976854,7890344240,34.184263,-118.5975311,6037135116.0,988.0,122720503,34.1600849,-118.5229117,6037139502.0,1009.0,"(988.0, 1009.0)",988.0,1009.0,3,672.03,364.56,602.14,1.56
507969,507969,4150339,123116972,34.213829,-118.5448189,6037131600.0,946.0,123021776,34.2046315,-118.5163427,6037131900.0,950.0,"(946.0, 950.0)",946.0,950.0,3,446.86,150.82,413.57,1.6
846340,846340,3627474,384403440,33.9129517,-118.1337482,6037551801.0,284.0,122842287,33.8568071,-118.1133032,6037570901.0,537.0,"(284.0, 537.0)",284.0,537.0,3,511.75,209.9,477.06,1.43
327459,327459,3673028,122881791,33.933006,-118.3601742,6037601600.0,2423.0,123731076,33.8894338,-118.410959,6037620305.0,1716.0,"(2423.0, 1716.0)",2423.0,1716.0,3,557.33,177.55,535.94,1.3
1137632,1137632,791107,6007619202,33.8741821,-118.3946433,6037620802.0,1718.0,9181864112,34.0146249,-118.4838759,6037701802.0,1964.0,"(1718.0, 1964.0)",1718.0,1964.0,3,1023.18,242.62,994.34,1.28
106607,106607,3037919,122625005,33.9727631,-118.3035153,6037237800.0,1464.0,123182178,33.8634104,-118.2975027,6037291300.0,1630.0,"(1464.0, 1630.0)",1464.0,1630.0,3,836.71,307.77,789.36,1.39
1133268,1133268,4914860,5684974538,33.99109,-118.3938065,6037702600.0,248.0,123230178,33.9107816,-118.3268347,6037602512.0,2429.0,"(248.0, 2429.0)",248.0,2429.0,3,702.0,249.53,668.99,1.34
856503,856503,2464607,528561485,34.006794,-118.1552598,6037532303.0,187.0,122751291,33.9108866,-118.054857,6037552302.0,1783.0,"(187.0, 1783.0)",187.0,1783.0,3,627.71,248.77,593.44,1.36
1168012,1168012,1991555,7896788290,34.1330804,-118.2812694,6037980009.0,1686.0,1785758360,34.1381044,-118.2439227,6037302503.0,379.0,"(1686.0, 379.0)",1686.0,379.0,3,388.24,376.97,328.12,1.72
154642,154642,1510619,122676403,34.2420687,-118.5166722,6037115101.0,795.0,3960764167,34.2898858,-118.5344557,6037108103.0,759.0,"(795.0, 759.0)",795.0,759.0,3,637.13,159.04,618.39,1.27
450554,450554,478817,123037991,33.9903339,-118.4676948,6037273502.0,1596.0,122681141,33.9621561,-118.3860676,6037276000.0,1612.0,"(1596.0, 1612.0)",1596.0,1612.0,3,898.69,539.19,818.74,1.46
1028050,1028050,1355759,1966499632,34.1035557,-118.3763949,6037194200.0,1145.0,2388135701,33.8652689,-117.9937938,6059110603.0,2547.0,"(1145.0, 2547.0)",1145.0,2547.0,3,1965.58,256.77,1949.57,1.14
445612,445612,2831206,123030013,34.034409,-118.4119008,6037269300.0,1561.0,122746824,34.2355949,-118.4763354,6037117202.0,808.0,"(1561.0, 808.0)",1561.0,808.0,3,1048.78,334.97,1011.75,1.28
530644,530644,3666428,123154061,34.0793236,-118.2691114,6037195710.0,1157.0,123033923,34.0151942,-117.9945267,6037408402.0,2232.0,"(1157.0, 2232.0)",1157.0,2232.0,3,1044.9,179.02,1032.18,1.16
302760,302760,3864141,122848253,34.2963289,-118.4554975,6037106648.0,753.0,123045699,34.2215971,-118.378048,6037122122.0,857.0,"(753.0, 857.0)",753.0,857.0,3,774.83,256.37,727.37,1.45
32172,32172,1757045,59832572,34.1709278,-118.5011152,6037139001.0,1002.0,122821596,34.2484406,-118.5089876,6037115101.0,795.0,"(1002.0, 795.0)",1002.0,795.0,3,726.5,247.12,683.11,1.43
1169229,1169229,179481,7983701327,34.0198715,-117.8900094,6037408135.0,2102.0,1928472989,34.0133268,-117.8653437,6037403401.0,2064.0,"(2102.0, 2064.0)",2102.0,2064.0,3,268.57,177.83,235.32,1.59
832483,832483,579881,354063330,34.0131426,-118.2808343,6037231100.0,1414.0,2456281297,34.1432034,-118.4683891,6037141600.0,1027.0,"(1414.0, 1027.0)",1414.0,1027.0,3,1323.0,309.46,1285.07,1.28
511809,511809,650344,123126018,34.1939417,-118.4400009,6037127910.0,924.0,123068660,34.155603,-118.3690306,6037125402.0,902.0,"(924.0, 902.0)",924.0,902.0,3,694.14,175.32,674.8,1.26
1155366,1155366,4749200,7002648500,33.9506365,-118.335315,6037600702.0,480.0,122932604,33.9869428,-118.4487057,6037274100.0,1601.0,"(480.0, 1601.0)",480.0,1601.0,3,839.63,211.2,822.01,1.2
603065,603065,534313,123282680,33.9438901,-118.1278107,6037550901.0,270.0,123364642,33.9560544,-118.0951067,6037502604.0,1865.0,"(270.0, 1865.0)",270.0,1865.0,3,579.37,479.63,493.4,1.61
661823,661823,4249335,123409152,34.1731639,-118.518548,6037139200.0,1003.0,332063023,34.249354,-118.4986217,6037117302.0,810.0,"(1003.0, 810.0)",1003.0,810.0,3,871.78,236.01,837.84,1.34
306081,306081,982245,122851766,34.0530564,-118.2671638,6037209106.0,1251.0,3860488247,33.9604541,-118.3725941,6037601401.0,497.0,"(1251.0, 497.0)",1251.0,497.0,3,1397.88,329.42,1358.67,1.27
821465,821465,2501886,321924205,33.7617787,-118.1415767,6037577300.0,686.0,3933785711,33.9228159,-118.100447,6037550301.0,1776.0,"(686.0, 1776.0)",686.0,1776.0,3,1210.43,296.19,1176.47,1.27
667385,667385,3362003,123423103,34.2020874,-118.5125255,6037131900.0,950.0,122937061,34.1559958,-118.4721593,6037141400.0,1025.0,"(950.0, 1025.0)",950.0,1025.0,3,680.35,297.9,633.61,1.43
591595,591595,338770,123257391,33.8846967,-118.3938117,6037620802.0,1718.0,1773954264,33.9908267,-118.3510255,6037703100.0,2462.0,"(1718.0, 2462.0)",1718.0,2462.0,3,1068.17,187.05,1050.69,1.2
156653,156653,3362765,122679318,34.1831896,-118.5316705,6037132900.0,959.0,123217200,34.1504919,-118.5014503,6037139701.0,1013.0,"(959.0, 1013.0)",959.0,1013.0,3,471.02,267.06,414.97,1.62
451770,451770,788613,123040187,33.9517255,-118.3858855,6037980028.0,1697.0,123325443,33.735215,-118.2990716,6037296902.0,1664.0,"(1697.0, 1664.0)",1697.0,1664.0,3,1205.27,288.81,1174.58,1.25
1106051,1106051,3321202,4026714230,33.9426814,-118.1380758,6037551402.0,279.0,122608569,33.8207972,-118.2076815,6037577700.0,618.0,"(279.0, 618.0)",279.0,618.0,3,891.79,147.66,879.26,1.18
337443,337443,1504025,122893205,34.1699429,-118.6102317,6037137401.0,996.0,4937682986,34.0412868,-118.4033147,6037269300.0,1561.0,"(996.0, 1561.0)",996.0,1561.0,3,1197.17,250.55,1173.33,1.22
152361,152361,4962544,122674207,34.0494049,-118.3111593,6037213100.0,1303.0,3581071597,34.006125,-117.9151477,6037980035.0,465.0,"(1303.0, 465.0)",1303.0,465.0,3,1745.83,237.04,1730.41,1.14
659425,659425,3225764,123401525,34.0733753,-117.9279842,6037405500.0,2078.0,2750722093,34.0246562,-117.91773,6037407802.0,461.0,"(2078.0, 461.0)",2078.0,461.0,3,737.87,201.5,708.06,1.34
277896,277896,3059459,122817133,34.0343902,-118.2890095,6037221710.0,1369.0,123262732,33.997512,-118.0652,6037501200.0,2300.0,"(1369.0, 2300.0)",1369.0,2300.0,3,1322.13,398.49,1270.51,1.31
335725,335725,380970,122891005,33.9097155,-118.037964,6037980034.0,1948.0,1895489256,33.8187587,-118.1129649,6037574100.0,637.0,"(1948.0, 637.0)",1948.0,637.0,3,966.66,213.78,948.32,1.2
809595,809595,2008199,299527843,34.168121,-118.376596,6037125322.0,900.0,739190470,34.0624294,-118.355962,6037215101.0,1321.0,"(900.0, 1321.0)",900.0,1321.0,3,1364.38,338.78,1326.76,1.26
863196,863196,3887062,580751643,34.0454368,-117.9869371,6037407002.0,459.0,123207099,34.0740386,-118.1254898,6037481605.0,18.0,"(459.0, 18.0)",459.0,18.0,3,683.33,362.04,622.77,1.48
75496,75496,1878319,122586106,34.1729052,-118.6123211,6037137202.0,993.0,122640317,34.1746811,-118.641807,6037137301.0,994.0,"(993.0, 994.0)",993.0,994.0,3,187.86,171.72,136.57,2.26
776123,776123,422918,253294268,33.9937136,-118.1350468,6037532303.0,187.0,122869193,34.0626759,-118.0848201,6037482401.0,1908.0,"(187.0, 1908.0)",187.0,1908.0,3,772.56,706.33,698.02,1.4
