Unnamed: 0,oid,did,oy,ox,dy,dx,hour_of_day,uber_time,penalized_total_time,freeflow_travel_time,shortest_path_travel_time,penalized_distance,freeflow_distance,shortest_path_distance,distance,duration,polyline
63,308699808,122814440,34.259847,-118.3281474,34.0277432,-118.2810824,8,2843.89,1390.8,1380.8,1899.3,37582.241,37582.241,32712.921,37611,2754,_kbpE|}eqU?tEFtEF`BE^CfBAr@Ih@Wd@SNc@H_@Cc@UW]Mk@?s@Nm@JQnB{BfAkAHe@hc@ua@lBwAnBkAxBaA`Cw@vLiCnH_BxBs@nCmAnBkAlBwAbB}A~AiBxAsB~AsCfAeCt@wBd@{Ah@}Bb@iCjCmSp@mD~@gD~@iChAaC|AkClTu\tAoCrAgDl@oBr@_Dj@oDXsCP{DDcEKyDo@uNG{DD}DNqEbBcVLyDBmEW}O@_DL{CVyCpXyoBl@gD~@}D~@{CtAoDd@eAn_@at@zCoGpKqWpOo_@rBkElZ_l@pBuEdB}EpAgEh@YlRci@p@yA|@sAz@{@jAy@fAi@zAc@hAOdBC`@@vNrA`M`BhHfAhKtApDVlCDbEKfCSrDk@lCs@|HqCdLcEbBe@|C_@bAKhBIdDD~BRbCb@xBn@hDtAzNpGrC`AjEbA~~Ah]`CZ~BL`CB~CSzB[tQcEjC_@`CKpC@bCN`C^lp@hMd[fGLFbYnFrBXvDVzDF~CI|Ea@vOeBzQmBbCIvB@`CPbC\zBj@zBz@tBfAbBjAxAlAdBhBtAjBvAbC`BtD|Rxe@rAjDhDvKdAhCbCxEfKnRvCjFx@dAx@|@zAfApAr@|Af@pAXRRxBVvUfA~@ChAOlI}BLG|GkBdAe@x@m@nIsIT_@jOqOdGuGNe@vGoGj@e@vKqKbCsCdCoDxBsDt@wAb@OnIqNzS}Z~@_At@g@t@WlC_@l@WnAw@fBu@~@Sh@@^N\^~BhDR?lC|Dr@dAlEvF|BbCfIhItEnE|AfAdBz@jMtEd@V~A`AdAx@hAnAz@lAt@xAjNx]^jA\|A`AnHV|Ap@~B\z@j@hAx@lArPzRt@|@DVbH`JjBtBjBnB`@XnG|GbFxEzApAbJfHhBhBpA`BpAnBzDlHvCbGrIfPrB|Df@x@jIhPjAtBv@dAFZ`BrBxC`D~BnBHN|A`AxC|AfAb@zAVb@CjJf@`Il@VAfCPzHn@RJ~G\bB?JLhH@fB@XLJQxDCVIJG`QnJ_ItU@PLLrDrB
64,123442570,76367930,34.1669857,-118.302603,34.0961398,-118.1598145,21,1314.57,987.8,950.3,1236.0,21546.349,21546.349,18867.237,22710,1174,wfpoEh~`qUhUq]gAgAA_@DQ~AkCHg@?s@EiAFm@La@b@u@pAwARSBa@lBqAlBeAzWsMdC_BbCqBzB{B|AqB`BiC|AyChAoCfAiDZoA|@yD~@mDd@sAlAoCrAyB|AoBbB_BlCcB`Bw@xBu@vCm@vSwDxIiAxH_AnCo@bLcDxH}A`HsAbSyDhg@oJjPaDlEmAbEyAnQuHpHaDlMwFdAo@hByAjAqAhA}AlEgHbEaHxCgGpBmE|M{\~AeDrA}BxHyLr@oAdGkJjA{AhBkBxBgB`L}GbCiBzWiWrKiKj@e@vKqKbCsCdCoDxBsD~HiO`BiD~C_GfGmJf@w@hAuBx@iBd@qAf@oBn@_DTOjBsGbD}KJ}@?eAM}@[{@[e@uE{DEMaKeIs@o@]k@Qk@cAmEi@uBOG_B{Ia@iCM_CYmGWgBe@cBg@iAk@}@mIqKgBeB_BmA}BsAmFqC}Ae@_BOyECw@I_AScA_@_K_GwJwFcCaBiAgAkJkK}@sAg@kA{CcKa@kBO}ACaAXwNGgBScBWkAa@kAs@sAcTs\uBaC_AaA}BiCw@i@gAc@_AQ_D]mA_@eAo@i@m@e@_AYkAKiABqANgAj@{CLYFaAD{AHWdAkALE`@a@J_@?g@KeAIWKOo@sEy@oE[eAO[hB}D~BkAmCmPUmA[qAeBwFm@uAx@sCTiAE[LsABqAAkBK{BkAqOm@sHE{BAu@HKTqKA_L`DAZDz@x@NDxKAtAA^I\Of@g@l@kA\]n@Wt@Gn@Bj@L|CrAzEz@zANhCHz@Ih@W~@q@ZIxEc@tBOhAApHB?Oz@Dl@Pl@^^b@|B~D\Z^j@RC?lIf@M^ST[DG
65,123073813,1623239920,33.8599212,-118.0618912,34.0156438,-118.0551337,9,1389.38,878.1,868.1,1109.8,22140.347,22140.347,18804.882,22164,1194,kgtmE~}qoUF`AGj@Uj@OTi@[g@E{@@?zD_[J}PJiIE_B@UB_F@sFHwON}KDCx@BPZ^xAj@b@V^l@Zv@Jt@B|@MpBJZ_@hEMvCGzCPntCMb@S~OSvD_@dDk@dDwBjJKJsB~Gk@lAs@bA{@z@aAn@gAb@cBd@eAPWV{Eb@gId@gFNuhA`CsFPaNZaIRyHLe}@uA_\c@}DCeQYoES}AIqGm@qEo@eC_@}GyAaG_ByFoBqJ{DutAqk@}J}Ekw@_`@iEeBaR_GaQoFq@OkSoGuEoB}NyG{FyBeFaBkFqAcJqByBs@mBw@kCyAwBaBqBmBiFsF{HwHkDwCmDgCyD_CkE{BiDwAyEaBoCy@qDy@wGgAmc@}GoAWcO_CuBi@sCiAiCsAkBqAwBkBo@o@oHoJ}T}YgCcDyAyA}AkAkBcAwBw@}Bg@}HeA}Be@uBq@eCeAwBkAm@a@
66,123000020,123074950,33.8926743,-118.0318214,33.9186306,-118.1561929,3,1175.5,755.6,709.6,906.4,15916.995,15916.995,14019.891,19712,857,gtzmEbbloU_@OyDAaBECeO`PETQzKEZLjJChHFLAFdGEfAK`AWpAaAvC_DhHYz@Ad@cA`CsP|a@sB`FyAvDaA|Bk@~A}CdHqDzH{EnJoEvIkD|GmBfEgNjZoArCmBfEg@jAyAbDaC|EoAxBkCbEwBvCuFvGsJlJeB~AgLbLsCdDmBjCiBzCaBbD}GvN_ChEiC|DyCvDiCrCyClCkFbEcP`KyU|NsPlKgLxGqk@l^]@qGdDuBv@iIlB[VaAh@gAx@_AdAgCdDaAz@c@T]B[MQWGa@Bc@NYXQXCrBn@NC|@XzaAta@`EzAdF~AtFtAtGpAnFv@zD`@`AFV^lOrAfETdRn@fANr@RnAl@`Av@t@z@n@jA`@dA^~ANnAp@dPFPRrHL~GBj@N|M\zNlAl_@TzOFrI@~f@?po@HdOPpMV|K`@zKj@nMMb@JhWEZ^fHcH_Bw@W_QaKe@[IUoIyFMXxAbA
67,122936456,1719903017,33.9442629,-118.4015559,33.9060157,-118.361298,22,368.35,421.4,407.4,517.6,8386.395,8386.395,7795.794,9575,693,svdnEvhtqUpD]TMDS_@oH[_HKk@Wo@q@y@a@Qp@_@jC}ChAk@zr@E`DA`AJh@Xf@j@pCzEZX`@L`@A^MZ]J[D]F{RLc@E_CAeDF}Fr@k^AaHKoPFyCRgDPmBlA_ITSbBwI^sCl@kI?KJ[bBgO^{A`@cAv@kAj@m@nAy@|@]dASnEYPO~GGlCJvBT~Y`FtD`@nEVzDFlFATQpGBjMCrIAfm@An@TdETZD^TRZH\Bn@?fCyC?oDBFgS?}PCyGAqN?mDkBAQGiPAkDB?H
68,123116344,122400028,33.9512389,-118.2540073,33.8129325,-118.1763259,8,1733.86,949.6,935.6,1437.7,23489.995,23489.995,19756.239,25197,1510,gbfnEpnwpUbB?PJPLLTb@Up@K|CC~pA^dk@LbB@fAvIp@bFRlBNRRlI@xUAxd@KrGAj@WfD_@pDSNyApJw@jFBZq@dGK|B@zBFzATdBXnAb@nAn@lAt@`A~@z@bAn@rAf@xAVtBHtPDpCTNAREdBh@vAp@|AbA|ArAvB`ClAhAnDtCjC`BlCtA`Bn@tC|@xCn@zC^fCPpBFte@Bt`@R|OG|COxC[nNsBvCY`CM~MIvLKxTUlEWnJq@xDInLEbXQhP?tA@\Hr[r@bU@jGLfCGlFa@RF`AHhA\l@ZpBrAdAZ|@Hz@Eb@ItAk@r@s@b@s@pBoE`AeBt@eABY|N{P~BkD`a@ap@`E{FfEmFpD}DbSeShQ}PvAqAp|@k{@nByBhAgBx@_Bv@sBj@sBb@uBV_CLwBDeBA{nAHiHh@_VTmHh@_VDyHAqVGsJOcEOmBe@kEuAcJUuAc@iES}CI_G@oCJ}DVsDp@qFl@iDx@gDnA}DlD{IrWco@vAmCfBmChLqOxAaCxA}Cx@wB~@gD|D{OR}@TMn@mD\yCH{C?aFBQJqEJq@Xm@x@o@h@c@PYHm@@aBHc@FMTY
69,415166810,1779418020,34.0344656,-118.3379533,33.8718894,-118.266012,3,1320.17,1027.2,1019.2,1638.6,27246.632,27246.632,23615.203,27281,1122,mjvnEf{gqUv@j@bIjFCaZmA[kAe@aBw@KYqCqAoAmUYk@[_PY}F}@mLWyEsCm^_@wF]eJUwJGeHAeMJs]BkIJmVZwlAA_ALSYqJU_GUmBuAcIY{CMkBNUC}DFeDHaAR_AVm@t@cAx@cA`@s@HYDSb@iAV[f@[b@If@AdJb@vCAjG]HQvOc@hB@zCXx@NtBt@dDdB|KfG`ClAxCjAxBz@pFvCrMlHbC`AbD~@xCl@fD^vCPjJDzI?fq@MzHOpPo@zFMvHWzFEhC?|T`@pDAXG~^WtDFrNn@nGDpg@@~j@?hd@PjZMbDKjEe@|]eErCOzB?fCJbKt@vDPhGHx`@JxFNnFZvPxAbHZvP^j@C~K^~FZxBPjBXdB^dBl@|Ax@tA`AfA`AvB`ClAhAnDtCjC`BlCtA`Bn@tC|@xCn@zC^fCPpBFte@Bt`@R|OG|COxC[nNsBvCY`CM~MIvLKxTUlEWnJq@xDInLEhDCZZhCHjb@?\F`@T`@d@Ph@Dj@Cp@Oj@Ub@_@Xg@Lg@@c@K_@WYc@Qk@Es@HmWHsN@gSBsEV]ToEP{A\yAd@mAj@aA`@K`@AIqHY_ISwEOyBWsFDs@Au@I?
70,123035468,122759555,34.0420521,-118.2060156,33.9545988,-118.120896,10,1097.78,685.3,665.3,796.1,15849.157,15849.157,14448.434,16022,1047,yywnExbnpUb@NjQtJfH{SrEuMbSgl@RSf@{AHi@|CiJBS`FCwA_HWyBIoAK_DUWAaOKyDU}Ca@yCW{A{@kD}@{CqAgDwB{Fu@iCo@aDi@iEL]g@{Lu@wJH[EwDBs@Lk@Xq@b@g@h@]r@Mp@AzBZPCpD|@xFfAdLhCpA@jCZxAFxHAdCH|BRdDh@zDv@~FdAnBPjCDXMnFAjCIvEe@p@Ol@Yp@i@j@u@d@cAx@aCx@iDNSdBoJ`@aBbQeg@p@{ArA}B~@gAtAqAhGoFdAaAdBwBzAaC`C_FpAqBzPkSjCoC|VyUnBwArBkAjFoCbBkAbCwBda@a`@bRmQxAeBtAwBfG_K|AqBle@oe@|CiCzIeG~HiFbCoApCeA~Bk@|`@qIvBm@|B_A`CqArBwAvAmAjBoBjBgC`RkYXEdD}Dj@]f@Mf@?`AFXTBZENSPdIrO|LxMp@r@HPaB|CgAfCs@hB
71,122654949,122655169,34.1380615,-118.0597543,34.1419185,-118.0647166,23,333.19,62.7,62.7,62.7,701.187,701.187,701.187,703,78,{qjoErpqoU_@FgA|@q@Xs@Ji@@{AKo@K]rBa@pA_CrEs@~A}B~GIp@A|@
72,122615451,122719872,34.1276064,-118.1353452,34.1643915,-118.2408073,0,1042.14,701.5,674.6,946.9,14156.224,14160.221,13115.9,14222,962,qphoEzh`pUyANyFbAEBQKAjB@`BkFBMCk_@FJfx@BlFC~BB~I@hUAt@ITBvCDPF~X?\[p@OL[Ngg@rBsCNs@NsIhCkBj@ObCGPOd@k@p@}@bAUl@If@Ar@Jz@xA`G\hB`@Nr@tEl@bC`AtCjEfJdArCdAzDfGzUTbAl@fDZhCZxDHvCB`EK|DUtDc@tDg@zC_AxDm@jBs_@deAg@fBc@~BYhCOtC?xCFrBXzCd@lCl@|BjHtVj@~Bl@lDf@|DRvBPvDf@t[BdDAjHIbFErAY\o@`Ii@`FKBeAzFg@~Ag@lAk@`AkAtAgA|@sAr@{Af@oATkBFkCEiBMUJ_M{AwCSoDEm@@QToBDaBLqBX}GzAeH`BaAN_@UsBHoCCeCQsBYiCm@eFqAMnDOdEE`AGf@mBrHM|@@pAHpA@BNhBl@hE@l@El@Qp@q@zA{BbEsAzB[v@s@nAD|CFdBHh@H`@Rh@^v@b@f@`At@j@VlBh@~@^~AdA`@d@f@x@VlADt@?p@YbAa@|@UVQLm@p@Sb@Mj@
73,123174857,18208083,34.2120394,-118.520535,34.1338907,-118.3521339,11,1555.88,947.3,911.3,1292.3,22110.47,22110.47,21354.862,27164,1572,g`yoElpkrU?aKbfACpk@Abf@O|@?JHxQ?nB@tAANI~H@BHxKBbMAf@@bX@JMdA?fADxE?e@sMU[@ueADoCTkDZkCj@sCl@}Bx@yBnAkC~Tca@v@eBr@{Bl@kCZ{BRoCF}BIq\Ugw@HyCR}BT_BXsAr@uBv@}Ax@gAnAsAlCmBnI}E`Au@~AkBr@gAx@eB^eAf@qBTsALgBFeDCaQCkKF}CR}C^yCp@oDbCwKh@yC\yCPwCl@yPViDd@kDh@wCt@qCpEsMf@uB^wBR{BJ}B@cCIqCi@cGSyAWkEC{CH}~@I}CSwCc@{D}B_Q[iEGsCJcdBFwBNwBVsB\eBj@uBfEsKp@_Cd@gCZuCJeC@{F?gV@sSB_BAw^D_KJqFNiBVyAh@kB~C{H~@cBjA_B|A{AvDaDL[`JcHlAmAdAsAdLsQxAeBnAiA`BgAnB}@nT{HhB_AvAcAjAiA`BkB`DsEpNuT`B_D`AeCj@qBxBsJp@wDdAwHf@gD`A}Dr@qBz@eBr@kAzAgBdQyQ`IeI~AsAbEcCdBgAvBeBbDyDxJwL`CaChCyBfCgB^BdEcB|Bo@d@IvACpBNn@Az@Ml@SrAs@p@UbAQPMn@MDClAOc@iECe@eBVuCdA}GxAaBZwA`@gBt@{GvD{CtBsBfBkBlBgCzCq@r@Yd@oAzAyBvC}CpD{AlA_CtAuDfBq@b@kDpD{B~By@|@c@n@mDtDmDbDeBdAMDgDxBiApAmB~CgAz@g@r@Ub@B?Oh@Ur@\R
74,122597908,122679111,33.8869844,-118.1426778,34.0795307,-117.9444838,11,1962.7,1315.5,1301.5,1919.1,32848.617,32848.617,31499.355,32841,1678,upymErvapUyD@YMuE@g@B{LBKHoC@IKcX@kCAck@b@}KHoMH}BKyCe@iBk@wC_ByAaAqCwBI]GiFUgEWiEK{CCIWg@Eyh@CmPQeNc@yP{@aYSiKIyKHy@N_PAw@JqKEoBMuAOiAc@gBc@mA}@gBkAyA_A{@{@m@uAq@iA[}AWkBE}U`@iDCSXoES}AIqGm@qEo@eC_@}GyAaG_ByFoBqJ{DutAqk@}J}Ekw@_`@iEeBaR_GaQoFq@OkSoGuEoB}NyG{FyBeFaBkFqAcJqByBs@mBw@kCyAwBaBqBmBiFsF{HwHkDwCmDgCyD_CkE{BiDwAyEaBoCy@qDy@wGgAmc@}GoAWcO_CuBi@sCiAiCsAkBqAwBkBo@o@oHoJ}T}YgCcDyAyA}AkAkBcAwBw@}Bg@}HeA}Be@uBq@eCeAwBkAiBoAeCwBkBsBgBeCcBwCm\sn@kMaViEcIgDeHoRib@oBqDaBcCaSyXoKcOg@w@gEaGuA}BqAoCy@}B_C_Io@cCcJk[w@wBoAkC}AkC{AoBuB{BqAiAeCcByBkA{w@{^oWuL{CgAmCw@SWgEsAmGcBQMoBo@iAi@iDsCuCeC_@o@Su@OqAW_@}AmSiBmVgWaxD{FcjALc@QiGo@uMAwAHg@T]PMZCb@FNHfBpD_AvAeAbAaAl@kEnBg@Nw@LmAFsBI}AKWSQa@GkAkWgAgBEoAEHuD
75,122857600,122780749,34.1745838,-118.1416832,34.0899037,-118.2669295,7,1815.88,846.3,828.3,1127.9,19142.811,19142.811,17770.551,19137,1151,cvqoEjpapU~_@Gh^KxYErJE~TELDp@?TJxI?N@EzAQ`EAjDAvJAhABvP@vC@PDrDJnBThAZj@bB|Ad@t@`B~D^T|IfShGfNLTxAnDdApDx@pDbEnXl@bC`AtCjEfJdArCdAzDfGzUTbAl@fDZhCZxDHvCB`EK|DUtDc@tDg@zC_AxDm@jBs_@deAg@fBc@~BYhCOtC?xCFrBXzCd@lCl@|BjHtVj@~Bl@lDf@|DRvBPvDf@t[BdDAjHIbFErAY\o@`IuCrWG`BDzALbBTvA^nAh@nAl@dA`AhA|@p@jAn@zAd@lC\`LjAnBZPObYnFrBXvDVzDF~CI|Ea@vOeBzQmBbCIvB@`CPbC\zBj@zBz@tBfAbBjAxAlAdBhBtAjBvAbC`BtD|Rxe@rAjDhDvKdAhCbCxEfKnRvCjFx@dAx@|@zAfApAr@|Af@pAX|BL~YXn@F`CRbCb@xBj@~B|@fCnAf\dSpA~@lDzClCzCFZbDpFxB|DFX^P|@z@`@h@jD~EoE`NgBnFVf@H`@@l@Gd@CL~AbCnDfDTL`Ad@l@p@
76,4028876395,123119963,33.9356889,-118.0513723,34.0572211,-117.9917683,22,974.4,924.2,889.1,1151.4,18486.668,20731.4,18114.762,20759,949,aacnEf|ooUDjGFnA`@lDXzBLtB}UFwGCiFAwA@@jp@AxDBdKB~PC`@DpQIbBKp@e@vBwLj`@gFpP{A~EuEhOmEzNuExNWz@s@S{@]e@Ag@NmBz@m@Fi@EcBo@WI[Hm^kQ_E_Bmc@cNq@OkSoGuEoB}NyG{FyBeFaBkFqAcJqByBs@mBw@kCyAwBaBqBmBiFsF{HwHkDwCmDgCyD_CkE{BiDwAyEaBoCy@qDy@wGgAmc@}GoAWcO_CuBi@sCiAiCsAkBqAwBkBo@o@oHoJ}T}YgCcDyAyA}AkAkBcAwBw@}Bg@}HeA}Be@uBq@eCeAwBkAiBoAeCwBkBsBgBeCcBwCm\sn@kMaViEcIgDeHoRib@oBqDaBcCaSyXoKcOg@w@gEaGuA}BqAoCy@}B_C_Io@cCcJk[w@wBoAkC}AkC{AoBuB{BqAiAeCcByBkAke@mTI[sD{Be@g@]s@Om@Ew@B_ANiB?w@E]Sc@q@y@uAiA{A{Au@m@a@Wq@m@wAyAkUoTi@s@e@iAUoAGsAB{@Fo@?KTaA^y@vI_O
77,123562096,3860488247,34.070946,-118.247254,33.9604541,-118.3725941,12,1661.78,1049.4,1016.6,1399.4,23105.44,23173.39,19813.685,29775,1629,in}nEhdvpUZe@nTdJAp@Jb@RTx@p@LXrH_Bx@g@l@u@fLwNXRlJtEp@d@z@dAh@~@h@pAtAzDrC|G`@p@bCdCjC`Cr@n@f@l@dDvCxBtBqAxBWDk@Tk@H}@G[@SPK\ATDXXj@jA`AbCdBz@n@ZJbJfHhBhBpA`BpAnBzDlHvCbGrIfPrB|Df@x@jIhPjAtBv@dATL~AtBzBzBnBzAbAn@XFlB|@lBt@vBj@r@TxAVrJv@f\bCtDJ`CAzUs@hB@zCXx@NtBt@dDdB|KfG`ClAxCjAxBz@pFvCrMlHbC`AbD~@xCl@fD^vCPjJDzI?fq@MzHOpPo@zFMvHWzFEhC?|T`@pDAXG~^WtDFrNn@nGDpg@@~j@?hd@PjZMbDKjEe@|]eErCOzB?fCJbKt@vDPhGHx`@JxFNbDP`@`@`NdBTBZLvG|@r@Tl@\x@v@f@v@Xr@T`AJ~@D~BNbWP~Ed@~KFfETl@@fGPpFZhEb@~D~MrbAf@~EXhETvFJdF?~GMpl@FzHr@d\bA`b@?|CIzCUrDa@|Ck@rCw@xCiA|CwAxC{BrD}LlR}E~HuCrFgA~BqBvEuAnEy@`D_AvEk@tD_@jDSjDGzCBjEJfCZ`D^~BzBrKBx@rC`QCh@~AjMDxAGxASzA_@tAc@`Au@fA}@v@iAl@iAZwBV}BJcYb@kK@STw[@wNFeA@WUgE?oBIkDDeAJkAXeDlAwB\QFkAHyHL_MEw@@q@AOM{BUcCa@iHy@qASSMwA?FfEA~HFbARbAXp@HNxG?@|DK\OXc@w@i@m@
78,123192044,123418691,33.9181051,-118.1493329,33.8754708,-118.286673,22,703.27,760.2,752.2,1011.7,17834.932,17834.932,16084.159,17854,855,cs_nEj`cpU@EdCdBlEvCxJ|G|Ap@v@P~ALV?nB~e@p@jNP~Bn@jHb@|IHlC@fDAvEHbHHdCBtAH\DnBF`L?h@BPKtAcAvFAVwBvLK`BAhBJ`BTzA^rAl@tAn@`Av@z@hAx@hAd@bGnBJJ|HdCnClAfCzA`BpAtDbDf@b@z@b@pBzAfC|AlB|@xBt@tD`AlEx@lEh@nJv@lAFlS`BfJp@dFl@dFz@rFlA~EzApE`Bn@ZnEbBdD~@zCj@nHhA^BbTdDPV~EpArAj@`BdAnAjAfAtAx@xAp@~Az@xBZHnDfLt@fDj@pDX`DNlD@tCIbEMpBc@xDuAlJUrBSpEEtCX~a@BzIIvFUrHk@jN]hKAzEJrM?|AnBt|BAbD{@b]C|CNtRj@bl@NrEL~BfAlLn@|GLvBFdFSjYKd`@Cdd@AdA@`LEnH_LRqMTsCBKcNDWT]VMfEIvGGIgI
79,123242951,122813599,34.0314866,-117.9840583,34.0716526,-117.9050186,17,1167.53,599.2,583.2,672.8,10778.252,10778.252,9877.05,11496,1120,ywunEjwboUil@|`AwRuRiDiDi@e@c@f@k@\YDWcBm@}A_DiHgBeEYs@cAeBs@}@wX{WiBmBaNeMaC_C_C_C{AyAc@WcPoOEKeSoRaA_AgX}YmMcNwB{BkAwA\g@FUAYMUmDyDUa@Ge@B_AL}ACi@Km@c@{AWHU@c@QIOOg@KiA[iEQQcJsjBOqEAaEr@gnDNUH_AVuGP{@Te@n@iANi@FqAzCDtA@?eCGu@ESa@g@YO}AWg@_@a@w@o@cB]yA
80,122648964,2733237762,33.9810845,-117.8524197,33.8141779,-118.1675808,18,2247.5,2209.7,2153.2,2536.9,57215.454,48658.232,43801.701,54412,2321,{|knEn`inUh@_BiA_@gAKs@?gAVmAh@cA\eATYgD{Cgf@Fa@GoBFYFm@Vo@l@m@DKjCaCd@e@|@i@dBi@P_@rC[nCOhDCpCLdDf@bB`@`Bf@tBz@xAv@fCbB`UvPbChBtDvC|EpDfG`EpDvBbVdN~B`BvBnBjApAfB|BhB|C`BbElBjFtA|CbC`EdApAvBzBzCpCnAx@|\lQlFlCpEjCnFxDvB`BfCzBpEvEdD|DjCpDzEpHxGvKnBrClAxAlBhB`ChBxAx@~BfA~Bt@hFtAjb@pJdDh@|D\vDNbh@FrCF`DRvDf@zDv@zDhArZ~KdBb@fBTrBJpBAlBKnB]dBi@|Ao@pGoD|CqArC{@fCe@nCWlCGrCD~Kh@tC@hEM`a@wAnKM`eAk@`WQjPLtDBrBE`CQfC]`s@qNlMcCbR{DfDg@hD]pDKhJ?rLRnTl@|BJ`LD~NAxQ@jh@BbVHnm@@|G?tEJrFb@nEl@jEx@|EnAzFdB|HzBbUvGtCh@xBVtCH`EKbAIdBY|Cu@`Bk@fBy@|GaDlAi@nCy@fEk@`CM~BA`CJjC\vCl@nBp@lJbE|C`AlCh@tCXvBH|HAfKKlA@RTtK`@bBX`Bf@zAr@hBrAtIfHz@`Ab@t@TLd@xATxAHlAYn[DbC`@tGDhINjEZvDFLNJZpCn@tD^zArAlEjBtE`]ly@fFhMt@lBnB|FxA`FvChL~Jxa@bD`Nd@nCXpCN~CBpDt@~tEHpk@BjNC`EK`CWjC[rBm@nCo@pBa@fAeArBeA~AeFdHuArBmAzBcAdCy@lCe@xBa@pCUvCk@xUwCzpAQxCa@vDo@rDy@jDcA|CmFlMs@|Bm@pC_@vCQ~BIvCBxCz@nPHtDElfB?vMGx@CfKObGaBjYKxCGzGDrEDtAp@pKX|GXxGD~FCdn@A|l@GvWE|VAtP?nOCpADV@vMCxIKpESbDiAjEm@bBaArB}@pAaAlAcB`BgAv@{@h@cChAkBv@iB^mDj@kFp@kEz@yDhAgDrAm@XaC~AoAfAqAtAsC`EoHvKQN{MjS_IjLoAbB{m@|}@wGxJkArB}@zBw@nCe@lCSfBKrBC~Ac@rkBOpCYjCe@|Bm@rBeAhC_FlJ{@vBq@tBe@rBg@zC_@bE_G|t@e@jDq@~Cw@lCcAjCsBrEa@JqFzIc@Ze@Jq@F_CCKbACpA@|H@hH@zE@pDLN@jPsE?i@FwF?
81,122833205,123358107,34.0558542,-117.8273181,34.0241357,-118.2446082,14,2065.09,1734.5,1728.5,2138.6,45278.749,45278.749,43773.239,46543,2158,epznEtcdnUs@ZkAVoCz@WBWE[O[_@cEaMsBeGoAqDoAyDYg@eEcEsAmAUk@Ko@?i@TmEAiBGgAMi@Q_@[_@e@WSGeAQWUKUDo@hAkFr@iBn@qAhBuCnAmA}AuDo@gAk@s@q@_@u@MaBB{ALKFgDTp@fJP|CFXFLRbMD~HCtJMbHu@jTWtC_@~Cy@|Ds@bCy@vByAdDsApC[jAm@`Bm@jBi@pBSf@cArEgGxZ_@nCW|CKjCAvCHnCRrC`ArKXjEJzD?tD]rX?rEL~E^zJPjCJ|DCdDOvCYhCYlBe@rBk@rBeClG{DpJeA|CaApDe@dCg@fDa@vEO~DGpOEtQCx@GhQC~IBzICzNExLG~NCvC@`HEfCA`EuAl_HJ~ExKbzBdFrv@P`BdD~g@hBvWp@fJjF|v@rBnX~@|Ln@zKVrEhArOt@fK~@dMHnCAzAKfC[dD}Dp[o@vDy@nDmA~DiBhFFVaChHi@tBq@pDe@~DS`DG~CFrIZt^AlJKdJOhHe@xKmArRw@bL_@|Cg@tCa@dBoA`E}C~IQByCjIsBzFu@vCk@|DMjBGlB?`BTlNN|SNxZnA|qEOtSAbQJhFXxIFfFlAtgEAtDWtDUjCC^EXA|AFzATxA^xAnJ`UTXfE|JnAxCnDpIbQfa@x@zBnApEh@pA|@zAdBnBdBpBz@vAn@~Ab@dBVlBH`B?`CGpBaArNCzBB~BP`CZxBf@xBtNzb@Ll@bG`QfFjNt@nCj@tC\xCRvCDzCo@fz@DhDTvEHlACz@TvCt@nJVhB^rBlArEx@zCJr@RrAJ~A@rCIxBKhAk@bDmAlF{FjQw@vBCVYfAMxACvAF|@Rt@Zn@h@j@r@^j@Nv@?j@Kt@]rI}Fp@UdBK`BGPWpFBnDPpD^pCf@xD`AnC~@`DtAfGlDpVtNpB`ApBn@fIhBbFvAnBp@LPzP|FfFzAHPlAh@~@n@`A~@v@bA`@t@|@|Bb@jB~@dGLr@t@tFhA`Ih@fEEp@Qh@YX]NsABi@??jDfPC`CDb@?k@`FIRoAjJ[fBDViAtGyArIKTeAdAMDSPu@bA{A|AsB~BJNtAt@~[bRf@X
82,123194081,123052239,33.9487061,-118.0895857,34.1373855,-118.0732215,18,1577.09,1187.6,1133.6,1290.7,26485.428,26485.428,23009.822,26995,2285,mrenEzjwoUHYeBw@S?{@_@KUqE}BQMKd@_AvCjKlFWz@s@S{@]e@Ag@NmBz@m@Fi@EcBo@WI[Hm^kQ_E_Bmc@cNq@OkSoGuEoB}NyG{FyBeFaBkFqAcJqByBs@mBw@kCyAwBaBqBmBiFsF{HwHkDwCmDgCyD_CkE{BiDwAyEaBoCy@qDy@wGgAmc@}GoAWcO_CuBi@sCiAiCsAkBqAwBkBo@o@oHoJ}T}YgCcDyAyA}AkAkBcAwBw@}Bg@}HeA}Be@uBq@eCeAwBkAiBoAeCwBkBsBgBeCcBwCm\sn@kMaViEcIgDeHoRib@oBqDC_@oAuBuDgGm@uAk@aBIUYo@q@eBq@iAy@y@yDwCSa@Eg@Ba@Le@XY\M^?^JXXNd@Bd@Gf@}@rC?b@gG`QOVcB`GwAbGkAnGo@xEgApKuWxlCKhAU^k@vGIrASv@[p@q@r@}AzAYPgC|Be@Vm@LcADIJqD@q[?eS?wb@FqEFaCPaB\iJvCmBbAiAv@q@p@{A~Am@h@sNpO}C|C{DlEkCnCw@l@aAj@y@^mA\aBRiIHus@f@iEFKD_D@MCqa@RwIGuFFcLFsNBuNHoDBqDHkGDaIA]AsZH{MD{LHqCAsBGmY{BgGa@yAEoFB_CD_Of@YBkHJaND_GByG@_f@P
